"sim","solar_system","claim_count","agg_loss","theta_scenario","theta_used"
3863,"Oryn Delta",2501,10829467703.9654,"theta_1",1
3864,"Oryn Delta",142,564694825.736914,"theta_1",1
3865,"Oryn Delta",445,1844951463.00739,"theta_1",1
3866,"Oryn Delta",133,495840394.52315,"theta_1",1
3867,"Oryn Delta",103,510654676.908283,"theta_1",1
3868,"Oryn Delta",151,662041785.204684,"theta_1",1
3869,"Oryn Delta",73,328998121.933205,"theta_1",1
3870,"Oryn Delta",238,1056123056.00933,"theta_1",1
3871,"Oryn Delta",845,3457800454.28783,"theta_1",1
3872,"Oryn Delta",131,546318977.618945,"theta_1",1
3873,"Oryn Delta",401,1542259241.19325,"theta_1",1
3874,"Oryn Delta",1157,4784218960.21622,"theta_1",1
3875,"Oryn Delta",47,222344238.418379,"theta_1",1
3876,"Oryn Delta",219,1071343508.20488,"theta_1",1
3877,"Oryn Delta",1695,7191378652.13668,"theta_1",1
3878,"Oryn Delta",1714,7362002399.74315,"theta_1",1
3879,"Oryn Delta",321,1466332493.77336,"theta_1",1
3880,"Oryn Delta",135,559864276.921955,"theta_1",1
3881,"Oryn Delta",1750,7233570183.58179,"theta_1",1
3882,"Oryn Delta",1026,4254200442.4392,"theta_1",1
3883,"Oryn Delta",576,2375323598.82904,"theta_1",1
3884,"Oryn Delta",1677,7293373775.87051,"theta_1",1
3885,"Oryn Delta",214,896232414.400732,"theta_1",1
3886,"Oryn Delta",410,2037428778.39577,"theta_1",1
3887,"Oryn Delta",945,4320839577.64128,"theta_1",1
3888,"Oryn Delta",53,234651527.906916,"theta_1",1
3889,"Oryn Delta",80,401627034.315198,"theta_1",1
3890,"Oryn Delta",511,2058963100.67077,"theta_1",1
3891,"Oryn Delta",893,4032699705.34627,"theta_1",1
3892,"Oryn Delta",5195,22480422722.3467,"theta_1",1
3893,"Oryn Delta",1830,7949142696.40401,"theta_1",1
3894,"Oryn Delta",416,2038715474.23202,"theta_1",1
3895,"Oryn Delta",53,232729042.887424,"theta_1",1
3896,"Oryn Delta",296,1349122479.44953,"theta_1",1
3897,"Oryn Delta",1093,4699470199.94307,"theta_1",1
3898,"Oryn Delta",173,877534248.45911,"theta_1",1
3899,"Oryn Delta",529,2554080287.90661,"theta_1",1
3900,"Oryn Delta",1809,7659935698.87065,"theta_1",1
3901,"Oryn Delta",647,3029736673.45699,"theta_1",1
3902,"Oryn Delta",490,2054801496.12869,"theta_1",1
3903,"Oryn Delta",1331,6074739753.13408,"theta_1",1
3904,"Oryn Delta",872,3937880432.47256,"theta_1",1
3905,"Oryn Delta",967,4261399265.31596,"theta_1",1
3906,"Oryn Delta",180,889050058.521686,"theta_1",1
3907,"Oryn Delta",730,3370299891.76297,"theta_1",1
3908,"Oryn Delta",312,1132065771.29809,"theta_1",1
3909,"Oryn Delta",69,252460375.132014,"theta_1",1
3910,"Oryn Delta",1324,5913936924.36015,"theta_1",1
3911,"Oryn Delta",115,606255908.921159,"theta_1",1
3912,"Oryn Delta",442,2196664229.03713,"theta_1",1
3913,"Oryn Delta",627,2914254916.66852,"theta_1",1
3914,"Oryn Delta",1672,7533142182.81193,"theta_1",1
3915,"Oryn Delta",270,1167486583.89716,"theta_1",1
3916,"Oryn Delta",473,2040023421.23472,"theta_1",1
3917,"Oryn Delta",94,483769438.390533,"theta_1",1
3918,"Oryn Delta",660,2994619202.57624,"theta_1",1
3919,"Oryn Delta",53,233469337.376168,"theta_1",1
3920,"Oryn Delta",283,1444409135.21045,"theta_1",1
3921,"Oryn Delta",441,1794589677.73667,"theta_1",1
3922,"Oryn Delta",3015,13649445633.5758,"theta_1",1
3923,"Oryn Delta",1520,6425540208.47908,"theta_1",1
3924,"Oryn Delta",40,201915262.719149,"theta_1",1
3925,"Oryn Delta",1027,4339205901.82474,"theta_1",1
3926,"Oryn Delta",1128,4938023296.83156,"theta_1",1
3927,"Oryn Delta",604,2464119335.22926,"theta_1",1
3928,"Oryn Delta",624,3115675999.10838,"theta_1",1
3929,"Oryn Delta",363,1623497744.47147,"theta_1",1
3930,"Oryn Delta",2525,11029014317.8391,"theta_1",1
3931,"Oryn Delta",497,2222900811.91828,"theta_1",1
3932,"Oryn Delta",1579,6634947629.43446,"theta_1",1
3933,"Oryn Delta",658,2736781849.9752,"theta_1",1
3934,"Oryn Delta",495,2105909816.35463,"theta_1",1
3935,"Oryn Delta",1318,6279685062.71749,"theta_1",1
3936,"Oryn Delta",126,619634597.061339,"theta_1",1
3937,"Oryn Delta",438,2186162445.08126,"theta_1",1
3938,"Oryn Delta",184,823881395.359611,"theta_1",1
3939,"Oryn Delta",696,3255800356.8864,"theta_1",1
3940,"Oryn Delta",2488,10489082750.8123,"theta_1",1
3941,"Oryn Delta",496,2214857346.46338,"theta_1",1
3942,"Oryn Delta",72,259692457.705896,"theta_1",1
3943,"Oryn Delta",248,1102357296.05245,"theta_1",1
3944,"Oryn Delta",815,3973222439.66608,"theta_1",1
3945,"Oryn Delta",448,2074997617.49585,"theta_1",1
3946,"Oryn Delta",432,1865842674.08032,"theta_1",1
3947,"Oryn Delta",1112,4771957316.65976,"theta_1",1
3948,"Oryn Delta",319,1386552365.33655,"theta_1",1
3949,"Oryn Delta",747,3308100937.86625,"theta_1",1
3950,"Oryn Delta",524,2207400657.85185,"theta_1",1
3951,"Oryn Delta",1270,5231295557.19144,"theta_1",1
3952,"Oryn Delta",448,1798784861.93098,"theta_1",1
3953,"Oryn Delta",704,2972702859.59905,"theta_1",1
3954,"Oryn Delta",447,1763816141.23422,"theta_1",1
3955,"Oryn Delta",32,97943535.7359721,"theta_1",1
3956,"Oryn Delta",234,1076017140.72871,"theta_1",1
3957,"Oryn Delta",766,3727349339.51064,"theta_1",1
3958,"Oryn Delta",72,316675987.032098,"theta_1",1
3959,"Oryn Delta",812,3125610143.75856,"theta_1",1
3960,"Oryn Delta",494,2250416453.59149,"theta_1",1
3961,"Oryn Delta",160,779488188.156191,"theta_1",1
3962,"Oryn Delta",87,372203010.189578,"theta_1",1
3963,"Oryn Delta",258,1309391836.49381,"theta_1",1
3964,"Oryn Delta",35,153639848.07586,"theta_1",1
3965,"Oryn Delta",227,997513757.293353,"theta_1",1
3966,"Oryn Delta",71,270647272.302097,"theta_1",1
3967,"Oryn Delta",1474,6511267383.20374,"theta_1",1
3968,"Oryn Delta",430,1735237001.225,"theta_1",1
3969,"Oryn Delta",507,2059277674.71851,"theta_1",1
3970,"Oryn Delta",776,3498290602.3894,"theta_1",1
3971,"Oryn Delta",0,0,"theta_1",1
3972,"Oryn Delta",307,1363353754.25156,"theta_1",1
3973,"Oryn Delta",1905,8558294173.63007,"theta_1",1
3974,"Oryn Delta",1438,6365922153.95858,"theta_1",1
3975,"Oryn Delta",459,1971688220.57716,"theta_1",1
3976,"Oryn Delta",39,122709501.332818,"theta_1",1
3977,"Oryn Delta",68,459986053.262417,"theta_1",1
3978,"Oryn Delta",338,1340828207.13325,"theta_1",1
3979,"Oryn Delta",2965,13169530166.3646,"theta_1",1
3980,"Oryn Delta",539,2292289955.35962,"theta_1",1
3981,"Oryn Delta",880,3666187079.01207,"theta_1",1
3982,"Oryn Delta",3,1593040.79959826,"theta_1",1
3983,"Oryn Delta",612,2433082792.76429,"theta_1",1
3984,"Oryn Delta",352,1723079677.79839,"theta_1",1
3985,"Oryn Delta",242,1088922255.23133,"theta_1",1
3986,"Oryn Delta",249,1036146004.94913,"theta_1",1
3987,"Oryn Delta",293,1144938070.14665,"theta_1",1
3988,"Oryn Delta",278,1282155215.02043,"theta_1",1
3989,"Oryn Delta",243,1109463086.02975,"theta_1",1
3990,"Oryn Delta",539,2207537044.87923,"theta_1",1
3991,"Oryn Delta",288,1309024906.37132,"theta_1",1
3992,"Oryn Delta",689,2538033148.2249,"theta_1",1
3993,"Oryn Delta",308,1287581706.05219,"theta_1",1
3994,"Oryn Delta",322,1237373070.78336,"theta_1",1
3995,"Oryn Delta",69,248925579.684417,"theta_1",1
3996,"Oryn Delta",1105,4972577042.45399,"theta_1",1
3997,"Oryn Delta",256,1095106202.22708,"theta_1",1
3998,"Oryn Delta",2107,9111051528.29635,"theta_1",1
3999,"Oryn Delta",105,511187144.084524,"theta_1",1
4000,"Oryn Delta",1154,4964875220.79485,"theta_1",1
4001,"Oryn Delta",1424,6537266683.3189,"theta_1",1
4002,"Oryn Delta",1005,4441558472.69253,"theta_1",1
4003,"Oryn Delta",810,3683258224.58966,"theta_1",1
4004,"Oryn Delta",1367,6008894131.73929,"theta_1",1
4005,"Oryn Delta",105,640098547.280763,"theta_1",1
4006,"Oryn Delta",410,1777860928.69073,"theta_1",1
4007,"Oryn Delta",113,547071166.164388,"theta_1",1
4008,"Oryn Delta",1173,4941781383.56616,"theta_1",1
4009,"Oryn Delta",39,127180273.670293,"theta_1",1
4010,"Oryn Delta",72,1071661563.28443,"theta_1",1
4011,"Oryn Delta",1261,6283304706.71062,"theta_1",1
4012,"Oryn Delta",582,2520910336.81136,"theta_1",1
4013,"Oryn Delta",9,35639266.4065016,"theta_1",1
4014,"Oryn Delta",283,1194512508.65034,"theta_1",1
4015,"Oryn Delta",320,1152697167.25308,"theta_1",1
4016,"Oryn Delta",288,1301115433.21188,"theta_1",1
4017,"Oryn Delta",112,399631706.892929,"theta_1",1
4018,"Oryn Delta",1308,5749336219.23563,"theta_1",1
4019,"Oryn Delta",2125,9422753417.88399,"theta_1",1
4020,"Oryn Delta",254,1000545984.03508,"theta_1",1
4021,"Oryn Delta",456,2085057049.26175,"theta_1",1
4022,"Oryn Delta",84,261234706.185694,"theta_1",1
4023,"Oryn Delta",2642,11272937848.6549,"theta_1",1
4024,"Oryn Delta",1409,5700444647.2468,"theta_1",1
4025,"Oryn Delta",143,572534173.850581,"theta_1",1
4026,"Oryn Delta",378,1584559607.29428,"theta_1",1
4027,"Oryn Delta",373,1665412436.0334,"theta_1",1
4028,"Oryn Delta",303,1408689499.14861,"theta_1",1
4029,"Oryn Delta",164,634494457.844236,"theta_1",1
4030,"Oryn Delta",770,3512696993.66247,"theta_1",1
4031,"Oryn Delta",46,179892201.826202,"theta_1",1
4032,"Oryn Delta",2720,11752370201.9288,"theta_1",1
4033,"Oryn Delta",1685,7675940564.05352,"theta_1",1
4034,"Oryn Delta",1230,5075270787.10873,"theta_1",1
4035,"Oryn Delta",362,1691835022.56877,"theta_1",1
4036,"Oryn Delta",727,3156926959.81655,"theta_1",1
4037,"Oryn Delta",418,1855942542.32696,"theta_1",1
4038,"Oryn Delta",597,2413138153.86693,"theta_1",1
4039,"Oryn Delta",355,1614776317.28021,"theta_1",1
4040,"Oryn Delta",418,1830753415.24337,"theta_1",1
4041,"Oryn Delta",1456,6712112097.70271,"theta_1",1
4042,"Oryn Delta",134,470330403.243346,"theta_1",1
4043,"Oryn Delta",41,216298664.108504,"theta_1",1
4044,"Oryn Delta",78,418294325.384733,"theta_1",1
4045,"Oryn Delta",2755,12257432882.371,"theta_1",1
4046,"Oryn Delta",165,571214194.028381,"theta_1",1
4047,"Oryn Delta",1323,5273972010.67588,"theta_1",1
4048,"Oryn Delta",2133,8966315631.04042,"theta_1",1
4049,"Oryn Delta",550,2064451719.10943,"theta_1",1
4050,"Oryn Delta",91,376498368.34016,"theta_1",1
4051,"Oryn Delta",530,2276473843.54272,"theta_1",1
4052,"Oryn Delta",136,572009762.035744,"theta_1",1
4053,"Oryn Delta",535,2535164712.40046,"theta_1",1
4054,"Oryn Delta",350,1890900206.59325,"theta_1",1
4055,"Oryn Delta",143,694788392.73565,"theta_1",1
4056,"Oryn Delta",875,3497743797.57434,"theta_1",1
4057,"Oryn Delta",1116,4534262776.49267,"theta_1",1
4058,"Oryn Delta",139,626438428.635724,"theta_1",1
4059,"Oryn Delta",180,768190099.961429,"theta_1",1
4060,"Oryn Delta",433,1891767594.12116,"theta_1",1
4061,"Oryn Delta",700,3008487061.5706,"theta_1",1
4062,"Oryn Delta",83,289292089.204072,"theta_1",1
4063,"Oryn Delta",428,1727183318.29651,"theta_1",1
4064,"Oryn Delta",132,402321040.499707,"theta_1",1
4065,"Oryn Delta",494,2280401412.25209,"theta_1",1
4066,"Oryn Delta",210,1173428710.5774,"theta_1",1
4067,"Oryn Delta",515,2172214172.37378,"theta_1",1
4068,"Oryn Delta",1105,4923356013.92107,"theta_1",1
4069,"Oryn Delta",1606,7239718373.66118,"theta_1",1
4070,"Oryn Delta",803,3428535943.23067,"theta_1",1
4071,"Oryn Delta",290,1308062387.5848,"theta_1",1
4072,"Oryn Delta",468,1973692432.11007,"theta_1",1
4073,"Oryn Delta",110,488454845.586179,"theta_1",1
4074,"Oryn Delta",42,273479516.527823,"theta_1",1
4075,"Oryn Delta",145,429969358.876406,"theta_1",1
4076,"Oryn Delta",17,114591026.193947,"theta_1",1
4077,"Oryn Delta",2345,10069263130.8686,"theta_1",1
4078,"Oryn Delta",1085,4567363219.48144,"theta_1",1
4079,"Oryn Delta",599,2722388669.87609,"theta_1",1
4080,"Oryn Delta",62,264224149.574704,"theta_1",1
4081,"Oryn Delta",15,110250357.068413,"theta_1",1
4082,"Oryn Delta",151,624929055.018636,"theta_1",1
4083,"Oryn Delta",85,492747001.927594,"theta_1",1
4084,"Oryn Delta",163,828906183.629324,"theta_1",1
4085,"Oryn Delta",297,1157141573.96883,"theta_1",1
4086,"Oryn Delta",532,2276496605.03838,"theta_1",1
4087,"Oryn Delta",113,496918593.737759,"theta_1",1
4088,"Oryn Delta",296,1188388591.74877,"theta_1",1
4089,"Oryn Delta",162,668539967.986203,"theta_1",1
4090,"Oryn Delta",1193,5015737164.43316,"theta_1",1
4091,"Oryn Delta",803,3498428759.25469,"theta_1",1
4092,"Oryn Delta",106,440779222.25622,"theta_1",1
4093,"Oryn Delta",1,9162871.0840326,"theta_1",1
4094,"Oryn Delta",374,1980767584.62714,"theta_1",1
4095,"Oryn Delta",66,235843565.965866,"theta_1",1
4096,"Oryn Delta",216,927934183.32348,"theta_1",1
4097,"Oryn Delta",577,2368825415.56545,"theta_1",1
4098,"Oryn Delta",40,81465064.3997415,"theta_1",1
4099,"Oryn Delta",159,591906024.72181,"theta_1",1
4100,"Oryn Delta",188,830655182.353541,"theta_1",1
4101,"Oryn Delta",916,4283043969.45776,"theta_1",1
4102,"Oryn Delta",931,3899155743.3079,"theta_1",1
4103,"Oryn Delta",1505,6540111906.94105,"theta_1",1
4104,"Oryn Delta",501,2066538834.00632,"theta_1",1
4105,"Oryn Delta",471,2188813010.94779,"theta_1",1
4106,"Oryn Delta",644,2655944413.01985,"theta_1",1
4107,"Oryn Delta",119,596879530.238267,"theta_1",1
4108,"Oryn Delta",26,96476477.319256,"theta_1",1
4109,"Oryn Delta",596,2490653629.84039,"theta_1",1
4110,"Oryn Delta",3019,12700741446.0621,"theta_1",1
4111,"Oryn Delta",95,475608406.588376,"theta_1",1
4112,"Oryn Delta",819,3547760870.68389,"theta_1",1
4113,"Oryn Delta",2706,11694854144.5264,"theta_1",1
4114,"Oryn Delta",172,898516600.636149,"theta_1",1
4115,"Oryn Delta",158,621830338.138815,"theta_1",1
4116,"Oryn Delta",571,2544235776.03704,"theta_1",1
4117,"Oryn Delta",278,1143575939.43209,"theta_1",1
4118,"Oryn Delta",313,1369982634.38372,"theta_1",1
4119,"Oryn Delta",198,688113056.104232,"theta_1",1
4120,"Oryn Delta",611,2394365507.83152,"theta_1",1
4121,"Oryn Delta",172,749422733.899359,"theta_1",1
4122,"Oryn Delta",2102,8671202837.05479,"theta_1",1
4123,"Oryn Delta",656,2993110736.92792,"theta_1",1
4124,"Oryn Delta",120,437996865.801275,"theta_1",1
4125,"Oryn Delta",617,2968780396.36183,"theta_1",1
4126,"Oryn Delta",1024,4108693499.72706,"theta_1",1
4127,"Oryn Delta",794,3191371261.76952,"theta_1",1
4128,"Oryn Delta",1252,5385335474.89272,"theta_1",1
4129,"Oryn Delta",288,1091904543.82934,"theta_1",1
4130,"Oryn Delta",424,2212687012.47019,"theta_1",1
4131,"Oryn Delta",204,879069160.081783,"theta_1",1
4132,"Oryn Delta",437,1582520855.96062,"theta_1",1
4133,"Oryn Delta",354,1465299187.32703,"theta_1",1
4134,"Oryn Delta",367,1731301318.55916,"theta_1",1
4135,"Oryn Delta",55,264129750.911408,"theta_1",1
4136,"Oryn Delta",480,1958908990.49986,"theta_1",1
4137,"Oryn Delta",30,157372723.117601,"theta_1",1
4138,"Oryn Delta",146,670179851.705036,"theta_1",1
4139,"Oryn Delta",271,1177561165.07878,"theta_1",1
4140,"Oryn Delta",443,2079320992.31422,"theta_1",1
4141,"Oryn Delta",288,943048452.177819,"theta_1",1
4142,"Oryn Delta",20,98576187.1902595,"theta_1",1
4143,"Oryn Delta",801,3770226424.90163,"theta_1",1
4144,"Oryn Delta",752,3119617469.85201,"theta_1",1
4145,"Oryn Delta",1131,5463551584.23711,"theta_1",1
4146,"Oryn Delta",466,2257424025.68878,"theta_1",1
4147,"Oryn Delta",327,1256584484.71937,"theta_1",1
4148,"Oryn Delta",234,859980772.356849,"theta_1",1
4149,"Oryn Delta",520,2408003408.04923,"theta_1",1
4150,"Oryn Delta",963,4152539413.18478,"theta_1",1
4151,"Oryn Delta",843,3470458006.21373,"theta_1",1
4152,"Oryn Delta",2618,11268158845.6276,"theta_1",1
4153,"Oryn Delta",363,1703792910.67784,"theta_1",1
4154,"Oryn Delta",98,372278144.994102,"theta_1",1
4155,"Oryn Delta",220,981383690.24729,"theta_1",1
4156,"Oryn Delta",618,2806188053.51616,"theta_1",1
4157,"Oryn Delta",55,232924141.912169,"theta_1",1
4158,"Oryn Delta",825,3438844077.09034,"theta_1",1
4159,"Oryn Delta",637,2588005888.73494,"theta_1",1
4160,"Oryn Delta",225,927412505.126626,"theta_1",1
4161,"Oryn Delta",203,931725856.958932,"theta_1",1
4162,"Oryn Delta",607,2926915199.96758,"theta_1",1
4163,"Oryn Delta",356,1657239883.11631,"theta_1",1
4164,"Oryn Delta",603,2595745769.38643,"theta_1",1
4165,"Oryn Delta",1925,8492029623.73695,"theta_1",1
4166,"Oryn Delta",23,152365486.882835,"theta_1",1
4167,"Oryn Delta",788,3553989885.04251,"theta_1",1
4168,"Oryn Delta",82,373496924.325876,"theta_1",1
4169,"Oryn Delta",326,1398944660.89212,"theta_1",1
4170,"Oryn Delta",78,313202957.872269,"theta_1",1
4171,"Oryn Delta",128,547229304.826744,"theta_1",1
4172,"Oryn Delta",463,1870142731.78654,"theta_1",1
4173,"Oryn Delta",240,1019280043.62316,"theta_1",1
4174,"Oryn Delta",2626,11781141903.6491,"theta_1",1
4175,"Oryn Delta",343,1347596944.59498,"theta_1",1
4176,"Oryn Delta",37,100152969.394314,"theta_1",1
4177,"Oryn Delta",162,711177912.334263,"theta_1",1
4178,"Oryn Delta",908,4071583640.47976,"theta_1",1
4179,"Oryn Delta",1570,6659653833.61736,"theta_1",1
4180,"Oryn Delta",893,3852629447.69862,"theta_1",1
4181,"Oryn Delta",114,496845371.072349,"theta_1",1
4182,"Oryn Delta",409,1675269907.07372,"theta_1",1
4183,"Oryn Delta",235,1017726963.0233,"theta_1",1
4184,"Oryn Delta",439,1949793563.27824,"theta_1",1
4185,"Oryn Delta",362,1640720887.1875,"theta_1",1
4186,"Oryn Delta",216,943019012.811419,"theta_1",1
4187,"Oryn Delta",406,1919628467.24464,"theta_1",1
4188,"Oryn Delta",1553,6940620003.02427,"theta_1",1
4189,"Oryn Delta",543,2263098191.20211,"theta_1",1
4190,"Oryn Delta",211,901492394.28815,"theta_1",1
4191,"Oryn Delta",1604,6770726925.16403,"theta_1",1
4192,"Oryn Delta",45,221911123.603053,"theta_1",1
4193,"Oryn Delta",1340,6120353677.35831,"theta_1",1
4194,"Oryn Delta",995,4486889970.71213,"theta_1",1
4195,"Oryn Delta",763,3314363882.67599,"theta_1",1
4196,"Oryn Delta",459,2032428341.66821,"theta_1",1
4197,"Oryn Delta",443,1752958496.82523,"theta_1",1
4198,"Oryn Delta",742,3590412383.93663,"theta_1",1
4199,"Oryn Delta",1078,4416743707.38539,"theta_1",1
4200,"Oryn Delta",114,480006437.532818,"theta_1",1
4201,"Oryn Delta",334,1779106600.62964,"theta_1",1
4202,"Oryn Delta",299,1542804711.52636,"theta_1",1
4203,"Oryn Delta",46,519046081.996552,"theta_1",1
4204,"Oryn Delta",109,525650128.463509,"theta_1",1
4205,"Oryn Delta",76,319911272.565107,"theta_1",1
4206,"Oryn Delta",111,558333265.869775,"theta_1",1
4207,"Oryn Delta",270,1158772433.89743,"theta_1",1
4208,"Oryn Delta",2011,8563785971.15585,"theta_1",1
4209,"Oryn Delta",592,2779438829.91285,"theta_1",1
4210,"Oryn Delta",35,75854413.5479082,"theta_1",1
4211,"Oryn Delta",1309,5440675605.76303,"theta_1",1
4212,"Oryn Delta",1500,7185581045.18606,"theta_1",1
4213,"Oryn Delta",70,280991508.196485,"theta_1",1
4214,"Oryn Delta",1917,8040325039.11714,"theta_1",1
4215,"Oryn Delta",696,3264588829.77953,"theta_1",1
4216,"Oryn Delta",235,986413438.751897,"theta_1",1
4217,"Oryn Delta",758,3273082058.60447,"theta_1",1
4218,"Oryn Delta",244,972694067.284184,"theta_1",1
4219,"Oryn Delta",1280,5276560401.89642,"theta_1",1
4220,"Oryn Delta",511,2242182737.12215,"theta_1",1
4221,"Oryn Delta",497,2369344919.00051,"theta_1",1
4222,"Oryn Delta",2205,9576726380.71217,"theta_1",1
4223,"Oryn Delta",293,1517890365.42165,"theta_1",1
4224,"Oryn Delta",492,2280292448.81805,"theta_1",1
4225,"Oryn Delta",1223,5375205848.54016,"theta_1",1
4226,"Oryn Delta",522,2306677261.87652,"theta_1",1
4227,"Oryn Delta",616,2554624941.58476,"theta_1",1
4228,"Oryn Delta",1426,6135224840.13937,"theta_1",1
4229,"Oryn Delta",443,1953171804.81637,"theta_1",1
4230,"Oryn Delta",193,785606274.048438,"theta_1",1
4231,"Oryn Delta",225,807649457.377607,"theta_1",1
4232,"Oryn Delta",90,514008343.986194,"theta_1",1
4233,"Oryn Delta",153,564085640.922235,"theta_1",1
4234,"Oryn Delta",1184,4949492697.3715,"theta_1",1
4235,"Oryn Delta",1490,7148286829.12953,"theta_1",1
4236,"Oryn Delta",578,2520744690.30457,"theta_1",1
4237,"Oryn Delta",31,201435749.026096,"theta_1",1
4238,"Oryn Delta",184,783802113.033801,"theta_1",1
4239,"Oryn Delta",345,1407518983.93355,"theta_1",1
4240,"Oryn Delta",269,1227703299.33639,"theta_1",1
4241,"Oryn Delta",530,2245102756.84808,"theta_1",1
4242,"Oryn Delta",742,3540296768.55483,"theta_1",1
4243,"Oryn Delta",536,2454796241.78951,"theta_1",1
4244,"Oryn Delta",122,386426747.619378,"theta_1",1
4245,"Oryn Delta",819,3604323413.79657,"theta_1",1
4246,"Oryn Delta",751,3334685885.87305,"theta_1",1
4247,"Oryn Delta",67,474365071.377677,"theta_1",1
4248,"Oryn Delta",804,3536102612.57198,"theta_1",1
4249,"Oryn Delta",0,0,"theta_1",1
4250,"Oryn Delta",260,1204671720.0229,"theta_1",1
4251,"Oryn Delta",935,4435626532.75892,"theta_1",1
4252,"Oryn Delta",462,1991792807.40853,"theta_1",1
4253,"Oryn Delta",264,1149646033.01067,"theta_1",1
4254,"Oryn Delta",1834,7988516736.60098,"theta_1",1
4255,"Oryn Delta",346,1560021021.75847,"theta_1",1
4256,"Oryn Delta",463,1985079866.8658,"theta_1",1
4257,"Oryn Delta",101,323432485.561744,"theta_1",1
4258,"Oryn Delta",1284,5971925229.12768,"theta_1",1
4259,"Oryn Delta",483,2143818806.85434,"theta_1",1
4260,"Oryn Delta",168,580853276.264961,"theta_1",1
4261,"Oryn Delta",174,628415930.019814,"theta_1",1
4262,"Oryn Delta",1438,6327870851.51393,"theta_1",1
4263,"Oryn Delta",318,1258136558.22588,"theta_1",1
4264,"Oryn Delta",2200,9956660076.53744,"theta_1",1
4265,"Oryn Delta",13,67013118.8759806,"theta_1",1
4266,"Oryn Delta",83,369340380.135917,"theta_1",1
4267,"Oryn Delta",246,1250452323.60965,"theta_1",1
4268,"Oryn Delta",142,535917896.99757,"theta_1",1
4269,"Oryn Delta",120,513848223.223054,"theta_1",1
4270,"Oryn Delta",627,2860919054.50339,"theta_1",1
4271,"Oryn Delta",73,244309469.484027,"theta_1",1
4272,"Oryn Delta",1058,4550798184.07386,"theta_1",1
4273,"Oryn Delta",359,1425094189.88067,"theta_1",1
4274,"Oryn Delta",244,1041085526.31693,"theta_1",1
4275,"Oryn Delta",458,1959282488.6809,"theta_1",1
4276,"Oryn Delta",464,2131523877.1153,"theta_1",1
4277,"Oryn Delta",135,492536861.274461,"theta_1",1
4278,"Oryn Delta",261,1075086218.64639,"theta_1",1
4279,"Oryn Delta",418,1926134833.34501,"theta_1",1
4280,"Oryn Delta",1087,4899151073.73657,"theta_1",1
4281,"Oryn Delta",2549,11726998211.8719,"theta_1",1
4282,"Oryn Delta",149,569940311.702584,"theta_1",1
4283,"Oryn Delta",4266,19176181673.6216,"theta_1",1
4284,"Oryn Delta",338,1374297431.41693,"theta_1",1
4285,"Oryn Delta",960,4373107597.02622,"theta_1",1
4286,"Oryn Delta",215,1044684365.50038,"theta_1",1
4287,"Oryn Delta",362,1427898914.72626,"theta_1",1
4288,"Oryn Delta",199,814388485.109251,"theta_1",1
4289,"Oryn Delta",1031,4460626729.93983,"theta_1",1
4290,"Oryn Delta",79,305790568.126108,"theta_1",1
4291,"Oryn Delta",328,1356195374.97455,"theta_1",1
4292,"Oryn Delta",465,2076361955.72497,"theta_1",1
4293,"Oryn Delta",952,4074759682.74071,"theta_1",1
4294,"Oryn Delta",901,3874461080.31985,"theta_1",1
4295,"Oryn Delta",765,3233089373.96081,"theta_1",1
4296,"Oryn Delta",1100,4375819962.57285,"theta_1",1
4297,"Oryn Delta",987,4261882764.04229,"theta_1",1
4298,"Oryn Delta",1312,5667372330.51299,"theta_1",1
4299,"Oryn Delta",1268,5360586093.06178,"theta_1",1
4300,"Oryn Delta",301,1207307369.27077,"theta_1",1
4301,"Oryn Delta",318,1095355168.90885,"theta_1",1
4302,"Oryn Delta",571,2155076122.31534,"theta_1",1
4303,"Oryn Delta",258,1014372828.45324,"theta_1",1
4304,"Oryn Delta",550,2559328299.4672,"theta_1",1
4305,"Oryn Delta",5281,22857845239.9188,"theta_1",1
4306,"Oryn Delta",1763,7667354215.01619,"theta_1",1
4307,"Oryn Delta",88,323841422.560831,"theta_1",1
4308,"Oryn Delta",387,1622350045.13913,"theta_1",1
4309,"Oryn Delta",610,2623081031.11017,"theta_1",1
4310,"Oryn Delta",883,3965504300.98232,"theta_1",1
4311,"Oryn Delta",8,35051065.4525781,"theta_1",1
4312,"Oryn Delta",52,182594906.885065,"theta_1",1
4313,"Oryn Delta",152,847644298.987727,"theta_1",1
4314,"Oryn Delta",966,4148712973.10959,"theta_1",1
4315,"Oryn Delta",1440,6399275765.36858,"theta_1",1
4316,"Oryn Delta",339,1380164169.45527,"theta_1",1
4317,"Oryn Delta",727,3036455550.50344,"theta_1",1
4318,"Oryn Delta",55,250337402.004334,"theta_1",1
4319,"Oryn Delta",793,3329320858.97338,"theta_1",1
4320,"Oryn Delta",53,229569142.090812,"theta_1",1
4321,"Oryn Delta",0,0,"theta_1",1
4322,"Oryn Delta",18,99406857.5922445,"theta_1",1
4323,"Oryn Delta",157,632931511.96253,"theta_1",1
4324,"Oryn Delta",541,2333354897.27555,"theta_1",1
4325,"Oryn Delta",1312,5834817448.33759,"theta_1",1
4326,"Oryn Delta",887,3421039496.52766,"theta_1",1
4327,"Oryn Delta",641,2777370550.5615,"theta_1",1
4328,"Oryn Delta",345,1590455879.30963,"theta_1",1
4329,"Oryn Delta",310,1200518278.44414,"theta_1",1
