"sim","equipment_type","agg_loss","claim_count"
6885,"Quantum Bore",9422886.61,76
6885,"ReglAggregators",6036438.51,81
6886,"FexStram Carrier",4492490.97,60
6886,"Flux Rider",43231142.52,565
6886,"Graviton Extractor",7433376.9,98
6886,"Ion Pulverizer",1292893.29,17
6886,"Quantum Bore",11155591.59,80
6886,"ReglAggregators",5249570.71,66
6887,"FexStram Carrier",4940838.23,70
6887,"Flux Rider",45407178.01,610
6887,"Graviton Extractor",5786268.12,70
6887,"Ion Pulverizer",1446201.72,15
6887,"Quantum Bore",10503783.13,80
6887,"ReglAggregators",4220073.26,53
6888,"FexStram Carrier",3823657.03,52
6888,"Flux Rider",44782259.39,581
6888,"Graviton Extractor",5928519.93,80
6888,"Ion Pulverizer",1552688.99,17
6888,"Quantum Bore",10402647.78,85
6888,"ReglAggregators",6107925.83,80
6889,"FexStram Carrier",3726728.96,46
6889,"Flux Rider",45652001.05,612
6889,"Graviton Extractor",6810020.44,89
6889,"Ion Pulverizer",1244535.16,15
6889,"Quantum Bore",10029000.35,82
6889,"ReglAggregators",5217708.13,77
6890,"FexStram Carrier",4999281.06,67
6890,"Flux Rider",44602164.26,592
6890,"Graviton Extractor",5135959.95,75
6890,"Ion Pulverizer",1727869.62,22
6890,"Quantum Bore",9587862.95,80
6890,"ReglAggregators",4623744.87,70
6891,"FexStram Carrier",4634410.73,55
6891,"Flux Rider",44107992.11,576
6891,"Graviton Extractor",4824259.51,63
6891,"Ion Pulverizer",1476626.34,19
6891,"Quantum Bore",9032187.31,76
6891,"ReglAggregators",5102638.1,69
6892,"FexStram Carrier",3636686.45,58
6892,"Flux Rider",45960590.6,600
6892,"Graviton Extractor",6354755.01,78
6892,"Ion Pulverizer",1471949.05,16
6892,"Quantum Bore",11654586.61,83
6892,"ReglAggregators",6563691.19,83
6893,"FexStram Carrier",3944691.82,57
6893,"Flux Rider",44993474.41,573
6893,"Graviton Extractor",6836634.46,89
6893,"Ion Pulverizer",1413976.98,17
6893,"Quantum Bore",9122709.6,70
6893,"ReglAggregators",6256905.43,89
6894,"FexStram Carrier",3884486.42,53
6894,"Flux Rider",41464149.09,549
6894,"Graviton Extractor",7921638.3,99
6894,"Ion Pulverizer",1494009.55,17
6894,"Quantum Bore",13227792.32,94
6894,"ReglAggregators",5847218.37,71
6895,"FexStram Carrier",4624186.48,60
6895,"Flux Rider",46795774.41,606
6895,"Graviton Extractor",6233005.46,79
6895,"Ion Pulverizer",1174190.27,18
6895,"Quantum Bore",13231311.83,85
6895,"ReglAggregators",5344514.43,75
6896,"FexStram Carrier",4556984.15,62
6896,"Flux Rider",45734271.88,580
6896,"Graviton Extractor",6456192.02,77
6896,"Ion Pulverizer",1253559.65,17
6896,"Quantum Bore",13745368.13,74
6896,"ReglAggregators",6273380.92,76
6897,"FexStram Carrier",4305068.26,52
6897,"Flux Rider",48582210.1,598
6897,"Graviton Extractor",6652897.66,80
6897,"Ion Pulverizer",1454615.92,20
6897,"Quantum Bore",10872810.69,82
6897,"ReglAggregators",5649909.85,71
6898,"FexStram Carrier",5117893.47,58
6898,"Flux Rider",48553303.57,605
6898,"Graviton Extractor",6104833.89,83
6898,"Ion Pulverizer",1225535.97,15
6898,"Quantum Bore",9988856.36,80
6898,"ReglAggregators",6294767.58,81
6899,"FexStram Carrier",4339825.14,56
6899,"Flux Rider",43590393.49,551
6899,"Graviton Extractor",5749960.27,71
6899,"Ion Pulverizer",1315054.01,21
6899,"Quantum Bore",10563173.2,75
6899,"ReglAggregators",5575256.34,71
6900,"FexStram Carrier",5230567.88,66
6900,"Flux Rider",42002552.46,560
6900,"Graviton Extractor",7692873.96,96
6900,"Ion Pulverizer",1262511.11,15
6900,"Quantum Bore",11268305.26,87
6900,"ReglAggregators",5166631.33,70
6901,"FexStram Carrier",4644053.6,64
6901,"Flux Rider",41929016.62,553
6901,"Graviton Extractor",6348339.03,81
6901,"Ion Pulverizer",1246742,16
6901,"Quantum Bore",11244646.28,88
6901,"ReglAggregators",3894111.35,52
6902,"FexStram Carrier",3644784.38,44
6902,"Flux Rider",39903193.79,508
6902,"Graviton Extractor",6527564.76,97
6902,"Ion Pulverizer",673129.68,9
6902,"Quantum Bore",10150186.88,80
6902,"ReglAggregators",5033132.72,73
6903,"FexStram Carrier",4979130.7,61
6903,"Flux Rider",43413820.64,559
6903,"Graviton Extractor",6977052.74,87
6903,"Ion Pulverizer",1628639.81,19
6903,"Quantum Bore",10715968.16,69
6903,"ReglAggregators",6435756.95,73
6904,"FexStram Carrier",5255164.89,68
6904,"Flux Rider",43844693.18,557
6904,"Graviton Extractor",5953088.74,79
6904,"Ion Pulverizer",1572540.04,22
6904,"Quantum Bore",8559086.99,69
6904,"ReglAggregators",5816365.95,71
6905,"FexStram Carrier",4773005.29,54
6905,"Flux Rider",45358071.94,591
6905,"Graviton Extractor",7541117.11,92
6905,"Ion Pulverizer",1201190.4,16
6905,"Quantum Bore",10597440.83,91
6905,"ReglAggregators",4758351.92,60
6906,"FexStram Carrier",5605045.38,66
6906,"Flux Rider",45231526.87,565
6906,"Graviton Extractor",6967643.78,95
6906,"Ion Pulverizer",845356.12,10
6906,"Quantum Bore",11463039.47,83
6906,"ReglAggregators",5285479.18,69
6907,"FexStram Carrier",5068858.78,66
6907,"Flux Rider",40114399.77,550
6907,"Graviton Extractor",5564865.4,73
6907,"Ion Pulverizer",1432863.43,19
6907,"Quantum Bore",11564869.08,88
6907,"ReglAggregators",5335923.21,71
6908,"FexStram Carrier",4664754.16,53
6908,"Flux Rider",42202012.55,549
6908,"Graviton Extractor",7671226.08,94
6908,"Ion Pulverizer",518376.44,7
6908,"Quantum Bore",17150004.36,87
6908,"ReglAggregators",5892450.96,76
6909,"FexStram Carrier",4790968.32,57
6909,"Flux Rider",43638278.2,575
6909,"Graviton Extractor",6820707.9,81
6909,"Ion Pulverizer",1395445.87,19
6909,"Quantum Bore",8452935.33,70
6909,"ReglAggregators",4551293.08,62
6910,"FexStram Carrier",4456640.5,51
6910,"Flux Rider",43060738.97,566
6910,"Graviton Extractor",6655263.25,81
6910,"Ion Pulverizer",1637548.55,20
6910,"Quantum Bore",7584175.78,64
6910,"ReglAggregators",5354855.46,76
6911,"FexStram Carrier",5157780.63,60
6911,"Flux Rider",45539741.2,579
6911,"Graviton Extractor",5409121.72,77
6911,"Ion Pulverizer",1226173.89,18
6911,"Quantum Bore",10646306.32,88
6911,"ReglAggregators",6299597.93,77
6912,"FexStram Carrier",4657579.7,58
6912,"Flux Rider",44730561.54,577
6912,"Graviton Extractor",6137961.95,84
6912,"Ion Pulverizer",1733711.71,25
6912,"Quantum Bore",15212879.14,87
6912,"ReglAggregators",6632514.74,80
6913,"FexStram Carrier",3461771.27,42
6913,"Flux Rider",42708822.25,552
6913,"Graviton Extractor",6299338.99,83
6913,"Ion Pulverizer",1231030.24,17
6913,"Quantum Bore",13137895.23,77
6913,"ReglAggregators",5578556.11,72
6914,"FexStram Carrier",4326914.48,52
6914,"Flux Rider",43296547.42,567
6914,"Graviton Extractor",4916846.93,69
6914,"Ion Pulverizer",1321518.12,18
6914,"Quantum Bore",9853956.88,78
6914,"ReglAggregators",6400485.53,71
6915,"FexStram Carrier",5525206.88,75
6915,"Flux Rider",41757910.41,573
6915,"Graviton Extractor",4975370.15,66
6915,"Ion Pulverizer",993778.84,16
6915,"Quantum Bore",8334124.33,74
6915,"ReglAggregators",4563058.77,72
6916,"FexStram Carrier",4331525.65,61
6916,"Flux Rider",41884809.88,537
6916,"Graviton Extractor",7064206.77,97
6916,"Ion Pulverizer",1498212.58,20
6916,"Quantum Bore",9307830.1,75
6916,"ReglAggregators",5893831.03,78
6917,"FexStram Carrier",4592797.41,61
6917,"Flux Rider",46449530.25,597
6917,"Graviton Extractor",4779867.94,69
6917,"Ion Pulverizer",1671759.47,23
6917,"Quantum Bore",10265749.26,77
6917,"ReglAggregators",5931887.06,78
6918,"FexStram Carrier",4492105.17,62
6918,"Flux Rider",39746706.02,519
6918,"Graviton Extractor",5357106.16,71
6918,"Ion Pulverizer",1638981.37,21
6918,"Quantum Bore",10597259.05,91
6918,"ReglAggregators",4125732.12,59
6919,"FexStram Carrier",4072733.15,56
6919,"Flux Rider",44468621.41,576
6919,"Graviton Extractor",6059139.17,79
6919,"Ion Pulverizer",1105839.55,15
6919,"Quantum Bore",8399314.53,71
6919,"ReglAggregators",6271416.26,85
6920,"FexStram Carrier",4213746.03,62
6920,"Flux Rider",44762194,591
6920,"Graviton Extractor",7497908.88,94
6920,"Ion Pulverizer",1538594.4,21
6920,"Quantum Bore",9209125.01,80
6920,"ReglAggregators",7509099.59,85
6921,"FexStram Carrier",4311853.72,54
6921,"Flux Rider",44113475.68,580
6921,"Graviton Extractor",6019049.5,80
6921,"Ion Pulverizer",1415484.03,19
6921,"Quantum Bore",10064665.53,77
6921,"ReglAggregators",5880854.75,73
6922,"FexStram Carrier",5018152.61,59
6922,"Flux Rider",41525699.54,543
6922,"Graviton Extractor",6313430.64,82
6922,"Ion Pulverizer",939804.71,13
6922,"Quantum Bore",9791289.18,76
6922,"ReglAggregators",6163986.62,71
6923,"FexStram Carrier",4584138.21,54
6923,"Flux Rider",45155128.43,595
6923,"Graviton Extractor",4934231.95,74
6923,"Ion Pulverizer",1462671.98,17
6923,"Quantum Bore",8467035.61,70
6923,"ReglAggregators",5470052.16,75
6924,"FexStram Carrier",5747585.45,76
6924,"Flux Rider",37695803.95,522
6924,"Graviton Extractor",8010949.82,99
6924,"Ion Pulverizer",1018537.38,14
6924,"Quantum Bore",8434803.72,64
6924,"ReglAggregators",5663605.53,69
6925,"FexStram Carrier",4050305.75,53
6925,"Flux Rider",42652383.98,573
6925,"Graviton Extractor",7616900.25,91
6925,"Ion Pulverizer",1198611.52,19
6925,"Quantum Bore",11582759.18,91
6925,"ReglAggregators",5714802.22,80
6926,"FexStram Carrier",5366396.38,68
6926,"Flux Rider",40053558.08,507
6926,"Graviton Extractor",6491095.49,85
6926,"Ion Pulverizer",1793832.16,24
6926,"Quantum Bore",11123703.21,77
6926,"ReglAggregators",5477443.13,72
6927,"FexStram Carrier",4625642.13,56
6927,"Flux Rider",45154533.12,580
6927,"Graviton Extractor",6479472.1,80
6927,"Ion Pulverizer",1916223.59,27
6927,"Quantum Bore",10740643.54,82
6927,"ReglAggregators",4900764.62,70
6928,"FexStram Carrier",4118720.8,53
6928,"Flux Rider",45730986.02,595
6928,"Graviton Extractor",8938158.02,105
6928,"Ion Pulverizer",1841974.81,23
6928,"Quantum Bore",11507300.03,91
6928,"ReglAggregators",5524776.16,77
6929,"FexStram Carrier",3306924.19,46
6929,"Flux Rider",44745923.36,563
6929,"Graviton Extractor",6192961.92,81
6929,"Ion Pulverizer",2087548.02,22
6929,"Quantum Bore",8548050.69,72
6929,"ReglAggregators",4645820.13,69
6930,"FexStram Carrier",4599800.92,61
6930,"Flux Rider",42917686.65,561
6930,"Graviton Extractor",5929591.36,82
6930,"Ion Pulverizer",1527993.46,21
6930,"Quantum Bore",10048696.76,83
6930,"ReglAggregators",5026692.99,72
6931,"FexStram Carrier",5015967.99,67
6931,"Flux Rider",43957896.41,563
6931,"Graviton Extractor",6359256.5,81
6931,"Ion Pulverizer",1422976.62,19
6931,"Quantum Bore",11978902.63,103
6931,"ReglAggregators",6105450.85,82
6932,"FexStram Carrier",5081476.28,71
6932,"Flux Rider",45174497.44,573
6932,"Graviton Extractor",7737689.19,91
6932,"Ion Pulverizer",609251.47,9
6932,"Quantum Bore",11316584.65,78
6932,"ReglAggregators",6286492.73,80
6933,"FexStram Carrier",4867109.23,57
6933,"Flux Rider",47110269.33,618
6933,"Graviton Extractor",6907410.93,84
6933,"Ion Pulverizer",880307.7,16
6933,"Quantum Bore",12652620.71,101
6933,"ReglAggregators",5533260.32,80
6934,"FexStram Carrier",4399324.39,53
6934,"Flux Rider",43434260.32,562
6934,"Graviton Extractor",4722146.68,58
6934,"Ion Pulverizer",1378792.66,22
6934,"Quantum Bore",10095254.49,82
6934,"ReglAggregators",5835926.5,73
6935,"FexStram Carrier",5129233.49,59
6935,"Flux Rider",44845222.49,584
6935,"Graviton Extractor",5623019.96,71
6935,"Ion Pulverizer",937039.61,14
6935,"Quantum Bore",13202111.94,84
6935,"ReglAggregators",5174783.38,63
6936,"FexStram Carrier",3952145.83,46
6936,"Flux Rider",42846631.98,569
6936,"Graviton Extractor",5541569.98,72
6936,"Ion Pulverizer",1913112.8,24
6936,"Quantum Bore",10304179.46,87
6936,"ReglAggregators",5662331.41,70
6937,"FexStram Carrier",5243346.21,64
6937,"Flux Rider",44543670.75,568
6937,"Graviton Extractor",6589226.52,84
6937,"Ion Pulverizer",888120.72,12
6937,"Quantum Bore",9070382.8,77
6937,"ReglAggregators",5154982.11,70
6938,"FexStram Carrier",4956285.25,59
6938,"Flux Rider",40663409.12,521
6938,"Graviton Extractor",7336558.79,95
6938,"Ion Pulverizer",1698656.06,21
6938,"Quantum Bore",11092642.27,88
6938,"ReglAggregators",7161648.34,84
6939,"FexStram Carrier",4239967.56,57
6939,"Flux Rider",45264975.09,583
6939,"Graviton Extractor",7099622.51,86
6939,"Ion Pulverizer",1400518.9,18
6939,"Quantum Bore",9046006.69,77
6939,"ReglAggregators",6405521.49,84
6940,"FexStram Carrier",4567330.19,61
6940,"Flux Rider",40560849.96,538
6940,"Graviton Extractor",6263183.45,76
6940,"Ion Pulverizer",1463812.94,17
6940,"Quantum Bore",13218238.8,92
6940,"ReglAggregators",5491289.23,66
6941,"FexStram Carrier",4791144.99,64
6941,"Flux Rider",43291328.72,561
6941,"Graviton Extractor",6366714.66,93
6941,"Ion Pulverizer",1772717.08,18
6941,"Quantum Bore",11829313.94,82
6941,"ReglAggregators",5833376.53,70
6942,"FexStram Carrier",4073769.33,53
6942,"Flux Rider",42130111.17,564
6942,"Graviton Extractor",6346581.45,80
6942,"Ion Pulverizer",1446604.21,19
6942,"Quantum Bore",10470045.99,87
6942,"ReglAggregators",4813349.68,69
6943,"FexStram Carrier",3480249.15,46
6943,"Flux Rider",44957004.71,581
6943,"Graviton Extractor",5558085.04,81
6943,"Ion Pulverizer",1571459.02,22
6943,"Quantum Bore",10100456.58,79
6943,"ReglAggregators",4373486.1,66
6944,"FexStram Carrier",5162395.8,64
6944,"Flux Rider",44900086.07,595
6944,"Graviton Extractor",6270914.74,79
6944,"Ion Pulverizer",1087354.43,13
6944,"Quantum Bore",12114781.57,68
6944,"ReglAggregators",4786208.88,65
6945,"FexStram Carrier",4920087.12,63
6945,"Flux Rider",40694243.95,513
6945,"Graviton Extractor",6408609.86,87
6945,"Ion Pulverizer",1077009.12,16
6945,"Quantum Bore",9425265.82,73
6945,"ReglAggregators",4353654.05,70
6946,"FexStram Carrier",4970855.48,66
6946,"Flux Rider",45469062.08,603
6946,"Graviton Extractor",6045421.91,69
6946,"Ion Pulverizer",552865.12,7
6946,"Quantum Bore",9217166.17,69
6946,"ReglAggregators",6095510.95,79
6947,"FexStram Carrier",3966606.59,51
6947,"Flux Rider",42134630.78,543
6947,"Graviton Extractor",5709501.23,77
6947,"Ion Pulverizer",1384676.4,16
6947,"Quantum Bore",11931739.71,94
6947,"ReglAggregators",4641125.05,63
6948,"FexStram Carrier",5470153.37,69
6948,"Flux Rider",43392323.68,568
6948,"Graviton Extractor",5086605.82,73
6948,"Ion Pulverizer",1071502.29,14
6948,"Quantum Bore",9858467.92,81
6948,"ReglAggregators",6881120.46,78
6949,"FexStram Carrier",4955633.12,61
6949,"Flux Rider",41207303.08,539
6949,"Graviton Extractor",6487739.86,82
6949,"Ion Pulverizer",778736.15,9
6949,"Quantum Bore",11065493.04,76
6949,"ReglAggregators",5732903.98,73
6950,"FexStram Carrier",4720195.26,57
6950,"Flux Rider",43938864.39,603
6950,"Graviton Extractor",6294028.06,87
6950,"Ion Pulverizer",1262039.52,14
6950,"Quantum Bore",6765429.32,62
6950,"ReglAggregators",6072486.19,84
6951,"FexStram Carrier",4986675.87,58
6951,"Flux Rider",43111289.54,566
6951,"Graviton Extractor",4818284.5,61
6951,"Ion Pulverizer",1099542.98,11
6951,"Quantum Bore",10356598.23,86
6951,"ReglAggregators",5239779.97,65
6952,"FexStram Carrier",5207823.04,64
6952,"Flux Rider",48372284.18,599
6952,"Graviton Extractor",4884352.36,69
6952,"Ion Pulverizer",791248.46,12
6952,"Quantum Bore",10213831.19,80
6952,"ReglAggregators",5801038.77,77
6953,"FexStram Carrier",4750715.73,66
6953,"Flux Rider",39178698.71,531
6953,"Graviton Extractor",6381622.93,82
6953,"Ion Pulverizer",1826009.59,21
6953,"Quantum Bore",9655687.56,77
6953,"ReglAggregators",5064646.17,67
6954,"FexStram Carrier",4595950.67,60
6954,"Flux Rider",45425104.18,588
6954,"Graviton Extractor",7153190.65,101
6954,"Ion Pulverizer",1203607.21,13
6954,"Quantum Bore",12440341.85,60
6954,"ReglAggregators",4806689.44,62
6955,"FexStram Carrier",4440736.86,56
6955,"Flux Rider",48985101.92,616
6955,"Graviton Extractor",5037238.57,73
6955,"Ion Pulverizer",984227.44,16
6955,"Quantum Bore",10442997.22,80
6955,"ReglAggregators",5598499.88,80
6956,"FexStram Carrier",4783685.91,63
6956,"Flux Rider",44947429.51,572
6956,"Graviton Extractor",6987837.21,84
6956,"Ion Pulverizer",1243499.49,19
6956,"Quantum Bore",12662138.33,97
6956,"ReglAggregators",6095390.64,74
6957,"FexStram Carrier",6359326.55,78
6957,"Flux Rider",41517358.19,543
6957,"Graviton Extractor",6395463.09,90
6957,"Ion Pulverizer",905367.33,14
6957,"Quantum Bore",8439898.51,68
6957,"ReglAggregators",5312416.5,67
6958,"FexStram Carrier",4940605.41,60
6958,"Flux Rider",42058556.52,527
6958,"Graviton Extractor",6608692.47,81
6958,"Ion Pulverizer",707410.14,10
6958,"Quantum Bore",8511444.97,74
6958,"ReglAggregators",6035383.52,72
6959,"FexStram Carrier",4090475.88,55
6959,"Flux Rider",41781175.97,573
6959,"Graviton Extractor",6172334.18,76
6959,"Ion Pulverizer",1325457.37,21
6959,"Quantum Bore",7761985.6,65
6959,"ReglAggregators",4648731.37,70
6960,"FexStram Carrier",3513897.3,50
6960,"Flux Rider",43776694.33,566
6960,"Graviton Extractor",5743508.69,84
6960,"Ion Pulverizer",1559958.97,16
6960,"Quantum Bore",11578130.34,87
6960,"ReglAggregators",5194583.12,70
6961,"FexStram Carrier",4743964.13,62
6961,"Flux Rider",43484837.21,565
6961,"Graviton Extractor",4529302.24,65
6961,"Ion Pulverizer",1966054.99,22
6961,"Quantum Bore",8973473.36,73
6961,"ReglAggregators",6420657.1,82
6962,"FexStram Carrier",5234772.54,61
6962,"Flux Rider",41908447.97,543
6962,"Graviton Extractor",5511848.95,71
6962,"Ion Pulverizer",1290209.04,14
6962,"Quantum Bore",12109067.6,85
6962,"ReglAggregators",4394824.9,66
6963,"FexStram Carrier",4360052.33,51
6963,"Flux Rider",43211803.87,578
6963,"Graviton Extractor",5145883.37,69
6963,"Ion Pulverizer",1011016.88,15
6963,"Quantum Bore",11727761.39,93
6963,"ReglAggregators",5195033.29,67
6964,"FexStram Carrier",3852805.91,52
6964,"Flux Rider",46641878.51,589
6964,"Graviton Extractor",6554476.01,76
6964,"Ion Pulverizer",1577846.93,22
6964,"Quantum Bore",10971859.24,76
6964,"ReglAggregators",4104529.29,60
6965,"FexStram Carrier",4373746.65,52
6965,"Flux Rider",42892456.3,573
6965,"Graviton Extractor",7169956.14,93
6965,"Ion Pulverizer",1409827.84,17
6965,"Quantum Bore",14596776.3,83
6965,"ReglAggregators",5305759.3,70
6966,"FexStram Carrier",4346268.04,57
6966,"Flux Rider",46409257.73,592
6966,"Graviton Extractor",5817611.04,74
6966,"Ion Pulverizer",1236457.07,15
6966,"Quantum Bore",8301897.26,66
6966,"ReglAggregators",4501136.97,68
6967,"FexStram Carrier",4033489.32,58
6967,"Flux Rider",43992096.86,575
6967,"Graviton Extractor",7554506.62,104
6967,"Ion Pulverizer",2277928.2,26
6967,"Quantum Bore",8079003.55,71
6967,"ReglAggregators",4989463.27,65
6968,"FexStram Carrier",4091249.54,56
6968,"Flux Rider",43421595.9,598
6968,"Graviton Extractor",5299884.3,68
6968,"Ion Pulverizer",986356.88,14
6968,"Quantum Bore",9858737.21,73
6968,"ReglAggregators",5920781.88,79
6969,"FexStram Carrier",4577338.09,62
6969,"Flux Rider",43128652.45,572
6969,"Graviton Extractor",5137759.37,65
6969,"Ion Pulverizer",1196633.32,18
6969,"Quantum Bore",12252869.84,81
6969,"ReglAggregators",6716034.54,87
6970,"FexStram Carrier",4471259.5,60
6970,"Flux Rider",43519018.08,548
6970,"Graviton Extractor",5594672.35,77
6970,"Ion Pulverizer",764647.9,12
6970,"Quantum Bore",14212789.8,91
6970,"ReglAggregators",5965851.68,75
6971,"FexStram Carrier",2747607.4,41
6971,"Flux Rider",43951493.75,578
6971,"Graviton Extractor",5688637.91,72
6971,"Ion Pulverizer",1161268.72,18
6971,"Quantum Bore",15165626.35,93
6971,"ReglAggregators",4955454.7,81
6972,"FexStram Carrier",4728873.42,58
6972,"Flux Rider",37963271.6,500
6972,"Graviton Extractor",5406793.1,71
6972,"Ion Pulverizer",1219903.61,16
6972,"Quantum Bore",13893323.67,99
6972,"ReglAggregators",6271222.75,81
6973,"FexStram Carrier",5193130.59,64
6973,"Flux Rider",45216569.9,608
6973,"Graviton Extractor",5578310.47,77
6973,"Ion Pulverizer",1629937.33,23
6973,"Quantum Bore",10325567.04,85
6973,"ReglAggregators",5187356.7,70
6974,"FexStram Carrier",4957890.27,68
6974,"Flux Rider",42489019.78,546
6974,"Graviton Extractor",5615026.62,82
6974,"Ion Pulverizer",1014192.72,15
6974,"Quantum Bore",11711923.52,91
6974,"ReglAggregators",4766283.57,63
6975,"FexStram Carrier",4045473.09,53
6975,"Flux Rider",42352534.98,555
6975,"Graviton Extractor",6744767.93,83
6975,"Ion Pulverizer",1686278.94,23
6975,"Quantum Bore",15543946.91,87
6975,"ReglAggregators",4599927.49,68
6976,"FexStram Carrier",4726085.13,58
6976,"Flux Rider",47321550.93,601
6976,"Graviton Extractor",6111094.13,74
6976,"Ion Pulverizer",929047.75,14
6976,"Quantum Bore",14749236.92,98
6976,"ReglAggregators",6209604.85,73
6977,"FexStram Carrier",4319619.27,57
6977,"Flux Rider",39587630.55,523
6977,"Graviton Extractor",7539933.33,90
6977,"Ion Pulverizer",1141330.25,16
6977,"Quantum Bore",14788145.89,101
6977,"ReglAggregators",6552856.01,81
6978,"FexStram Carrier",4074876.78,56
6978,"Flux Rider",45705836.66,609
6978,"Graviton Extractor",6133923.49,74
6978,"Ion Pulverizer",1142800.43,17
6978,"Quantum Bore",9512218.23,76
6978,"ReglAggregators",4903516.6,61
6979,"FexStram Carrier",4251305.5,59
6979,"Flux Rider",43144851.71,567
6979,"Graviton Extractor",5660833.47,73
6979,"Ion Pulverizer",1449944.25,17
6979,"Quantum Bore",14780550.96,74
6979,"ReglAggregators",5677581.97,74
6980,"FexStram Carrier",4546875.29,61
6980,"Flux Rider",43367361.64,577
6980,"Graviton Extractor",6932313.41,87
6980,"Ion Pulverizer",867746.75,13
6980,"Quantum Bore",11256563.42,84
6980,"ReglAggregators",5519155.19,73
6981,"FexStram Carrier",4765684.83,57
6981,"Flux Rider",40880772.05,554
6981,"Graviton Extractor",7339875.48,91
6981,"Ion Pulverizer",806210.38,11
6981,"Quantum Bore",10218428.44,71
6981,"ReglAggregators",5906550.63,80
6982,"FexStram Carrier",4360669,62
6982,"Flux Rider",42912553.12,569
6982,"Graviton Extractor",4821986.82,70
6982,"Ion Pulverizer",1057514.21,14
6982,"Quantum Bore",11080664.45,95
6982,"ReglAggregators",6221775.28,77
6983,"FexStram Carrier",4668267.91,60
6983,"Flux Rider",45289573.89,570
6983,"Graviton Extractor",6573648.62,77
6983,"Ion Pulverizer",597661.8,10
6983,"Quantum Bore",10224235.68,85
6983,"ReglAggregators",4698715.55,68
6984,"FexStram Carrier",5514398.62,69
6984,"Flux Rider",40692947.19,554
6984,"Graviton Extractor",5849343.1,76
6984,"Ion Pulverizer",1817548.72,25
6984,"Quantum Bore",13973596.92,100
6984,"ReglAggregators",5272474.34,76
6985,"FexStram Carrier",6083626.19,70
6985,"Flux Rider",42301016.48,559
6985,"Graviton Extractor",6629133.85,93
6985,"Ion Pulverizer",1116046.02,16
6985,"Quantum Bore",11564392.35,85
6985,"ReglAggregators",5365930.16,66
6986,"FexStram Carrier",3532410.08,47
6986,"Flux Rider",41826074.8,567
6986,"Graviton Extractor",7591743.9,104
6986,"Ion Pulverizer",1456537.6,14
6986,"Quantum Bore",12497700.16,88
6986,"ReglAggregators",4535999.99,55
6987,"FexStram Carrier",4308062.82,56
6987,"Flux Rider",41950392.6,552
6987,"Graviton Extractor",6823437.69,86
6987,"Ion Pulverizer",1437822.29,19
6987,"Quantum Bore",14007264.72,84
6987,"ReglAggregators",5246815.82,72
6988,"FexStram Carrier",4293480.48,62
6988,"Flux Rider",46741128.12,612
6988,"Graviton Extractor",4722782.15,64
6988,"Ion Pulverizer",1510332.22,15
6988,"Quantum Bore",9637482.85,76
6988,"ReglAggregators",6395696.24,84
6989,"FexStram Carrier",4272110.4,59
6989,"Flux Rider",43450232.32,573
6989,"Graviton Extractor",5748500.21,80
6989,"Ion Pulverizer",1280385.3,16
6989,"Quantum Bore",7746575.01,66
6989,"ReglAggregators",5876049.45,72
6990,"FexStram Carrier",4160031.69,55
6990,"Flux Rider",39955448.43,520
6990,"Graviton Extractor",6028189.77,76
6990,"Ion Pulverizer",813888.28,11
6990,"Quantum Bore",12099735.39,92
6990,"ReglAggregators",6824638.29,91
6991,"FexStram Carrier",4093955.31,55
6991,"Flux Rider",42401212.43,570
6991,"Graviton Extractor",7398809.35,96
6991,"Ion Pulverizer",1764095.68,23
6991,"Quantum Bore",10089172.23,74
6991,"ReglAggregators",5919173.56,74
6992,"FexStram Carrier",4352865.98,58
6992,"Flux Rider",45815520.81,588
6992,"Graviton Extractor",6468749.4,81
6992,"Ion Pulverizer",873102.11,13
6992,"Quantum Bore",9612631.79,82
6992,"ReglAggregators",5432512.7,73
6993,"FexStram Carrier",4136179.21,56
6993,"Flux Rider",42968811.5,572
6993,"Graviton Extractor",6992546.19,93
6993,"Ion Pulverizer",897585.39,12
6993,"Quantum Bore",10004422.77,83
6993,"ReglAggregators",6497290.22,83
6994,"FexStram Carrier",3755278.56,52
6994,"Flux Rider",43878678.03,562
6994,"Graviton Extractor",7582476.24,93
6994,"Ion Pulverizer",1728557.66,20
6994,"Quantum Bore",9117982.76,81
6994,"ReglAggregators",5661792.91,79
6995,"FexStram Carrier",4995894.4,62
6995,"Flux Rider",42426496.69,531
6995,"Graviton Extractor",5966323.95,82
6995,"Ion Pulverizer",1417495.83,18
6995,"Quantum Bore",7372843.96,68
6995,"ReglAggregators",6735267.97,85
6996,"FexStram Carrier",4719907.67,61
6996,"Flux Rider",44790655.37,612
6996,"Graviton Extractor",6205643.1,84
6996,"Ion Pulverizer",766143.27,12
6996,"Quantum Bore",10694538.97,78
6996,"ReglAggregators",6078901.64,75
6997,"FexStram Carrier",4971672.86,65
6997,"Flux Rider",42105348.51,568
6997,"Graviton Extractor",6494655.84,79
6997,"Ion Pulverizer",1909054.21,22
6997,"Quantum Bore",8284976.61,66
6997,"ReglAggregators",4765882.93,70
6998,"FexStram Carrier",5231272.15,59
6998,"Flux Rider",44704351.61,588
6998,"Graviton Extractor",6581636.17,78
6998,"Ion Pulverizer",1675715.25,19
6998,"Quantum Bore",12167314.76,74
6998,"ReglAggregators",6757540.39,85
6999,"FexStram Carrier",5127029.18,60
6999,"Flux Rider",41530449.8,548
6999,"Graviton Extractor",6250177.4,80
