"sim","Bayesia System","Helionis Cluster","Oryn Delta"
8620,318957.78,930226.22,159947.57
8621,272347.47,772913.7,235579.01
8622,396170.67,844515.52,181779.48
8623,340382.28,803331.45,249669.43
8624,454878.1,730260.7,166576.12
8625,423818.42,854944.72,231783.52
8626,446546.35,830096.39,194566.18
8627,347594.58,898884.34,198723.88
8628,359559.79,692901.04,355036.5
8629,404213.05,762765.55,212487.57
8630,356367.7,1094547.2,232939.91
8631,404010.08,829753.06,304780.71
8632,394036.28,813585.52,218168.4
8633,360224.91,716256.45,348201.38
8634,450588.13,839497.17,232040.12
8635,464832.71,675467.98,246618.33
8636,324549.6,797748.49,284850.9
8637,310044.67,720259.78,203903.33
8638,272492.77,951268.03,215913
8639,415899.69,716315.48,315838.42
8640,426398.81,629177.6,292401.46
8641,378807.02,858969.83,216295.97
8642,329187.59,817778.32,247062.63
8643,315659.4,720773.4,264288.66
8644,291962.43,873905.58,231395.87
8645,387099.18,715959.33,254525.3
8646,382385.29,889714.16,183822.68
8647,292273.06,849941.18,310217.21
8648,350009.1,719565.79,194922.32
8649,439196.48,857603.33,398183.58
8650,301797.49,730012.06,207054.77
8651,345137.42,717635.93,236937.75
8652,481337.86,949948.18,209335.71
8653,344278,655716.74,221165.91
8654,267330.8,996365.28,206019.96
8655,309312.63,824045.9,206336.38
8656,516858.91,766760.8,232368.13
8657,459695.67,763676.5,210151.67
8658,375339.86,632818.18,297867.95
8659,394453.35,688729.28,182771.55
8660,519972.57,791656.42,219021.07
8661,352716.17,727094.46,202847.02
8662,398594.92,713799.33,156157.34
8663,335470.42,727759.17,218147.06
8664,410686.9,680014.74,215905.93
8665,347495.84,663424.53,182094.58
8666,314480.2,798055.78,233368.14
8667,394397.27,736659.29,287116.51
8668,371218.56,679321.63,299517.6
8669,348910.3,844909.8,188234.53
8670,483986.23,969529.07,180194.55
8671,384566.26,788910.14,243349.84
8672,506529.41,706380.65,271295.74
8673,331857.49,978912.85,233447.94
8674,421073.81,872355.9,289174.2
8675,560371.03,731823.25,178636.96
8676,429119.53,590553.28,270261.83
8677,409553.57,829281.01,266692.35
8678,306037.1,706664.99,231305.98
8679,410220.81,1009527.32,253964.25
8680,294131.01,628676.39,187924.58
8681,309353.63,788040.17,235616.06
8682,337178.36,698796.98,210810.7
8683,439970.78,738185.93,231585.26
8684,364892.47,826378.61,228400.8
8685,312458.54,891300.17,338924.78
8686,289449.99,892993.42,194140.28
8687,547286.68,815378.19,289728.54
8688,339491.77,717694.03,221644.32
8689,282306.86,726194.51,244841.21
8690,422556.78,714656.3,262208.87
8691,315790.08,1149843.54,208463.09
8692,343642.22,801172.95,182592.82
8693,318341.75,714693.43,202663.84
8694,287141.23,715956.77,188744.16
8695,358154.3,755295.91,221153.39
8696,310665.18,760041.37,264768.63
8697,319163.27,908106.22,240583.86
8698,359296.36,1012615.3,263646.64
8699,310682.36,824529.43,182919.84
8700,343001.82,687031.01,282105.42
8701,451903.84,781069.9,200341.05
8702,267691.02,755578.78,442890.2
8703,338239.51,806742.27,208016.1
8704,341789.79,1165506.08,179229.58
8705,435450.7,845229.3,336438.79
8706,400183.79,694487.84,229255.45
8707,447991.53,655616.64,245247.37
8708,386823.12,785623.99,207327.46
8709,427854.19,775740.59,251630.49
8710,339111.21,811143.25,193243.18
8711,298908.36,785410.82,205357.83
8712,340017.38,850755.98,278417.55
8713,308649.29,1044661.65,246864.44
8714,355463.86,1124131.82,266450.43
8715,333803.94,930414.83,257860.93
8716,317524.8,721098.72,320804.24
8717,357386.24,864572.49,242001.5
8718,291309.02,686982.95,182284.01
8719,384019.28,795899.48,250320.29
8720,361987.23,777766.72,234331.1
8721,265694.93,723749.52,309438.83
8722,388001.04,799939.68,174733.76
8723,278256.74,920183.06,224253.24
8724,461853.79,751179.48,394221.11
8725,294013.56,900673.28,410144.02
8726,460345.47,934068.75,357958.57
8727,281449.64,659385.14,274583.38
8728,325302.72,777950.37,198230.45
8729,416797.41,772255.21,278016.74
8730,297125.13,660391.01,205588.58
8731,295753.19,957226.3,249851.68
8732,257394.09,761014.14,318140.07
8733,400541.97,680872.22,198468.11
8734,326789.58,754519.93,267118
8735,370894.34,805470.79,202567.34
8736,349669.1,807901.26,334064.9
8737,573192.83,923655.6,239245.87
8738,535544.6,826310.82,195398.98
8739,439443.79,695749.95,270179.28
8740,501054.1,762085.23,169126.52
8741,387100.21,890408.16,216276.53
8742,409098.76,730597.18,207703.42
8743,346982.34,761019.8,227821.38
8744,338759.76,858740.57,215198.26
8745,385620.12,812422.35,210633.48
8746,325389.85,730536.27,234989.04
8747,349497.3,627632.77,283219.07
8748,341114.01,902875.41,159853.83
8749,390218.07,670213.11,282071.63
8750,401729.19,629503.84,186116.88
8751,253975.77,808125.61,219730.12
8752,360401.92,849437.68,233995.68
8753,322903.98,745497.8,288164.53
8754,338493.3,771459.78,323785.46
8755,462933.85,606121.75,167222.5
8756,291441.11,767227.32,237192.14
8757,413924.18,730679.03,218453.84
8758,447781.01,773223.3,191446.2
8759,302532.02,746060.62,260647.62
8760,320918.37,909959.93,205004.85
8761,340411.81,731243.96,217430.32
8762,326706.59,820485.95,248297.62
8763,422169.16,749309.88,200428.48
8764,277040.64,827010.93,199115.12
8765,318563.85,693265.67,241370.49
8766,376521.76,753803.59,203646.73
8767,400456.85,1059012.41,209967.8
8768,332879.63,692410.79,482918.98
8769,484721.44,778010.36,220955.26
8770,364265.96,848793.21,375449.92
8771,282206.08,795202.23,259321.92
8772,335257.15,961654.81,486600.54
8773,443200.43,753276.13,324153.01
8774,412256.84,638898.4,196209.76
8775,327923.69,1028890.06,268780.23
8776,344282.06,797050.04,202256.72
8777,410638.66,894126.95,281373.51
8778,402083.65,913418.69,284750.88
8779,349543.6,632800.19,199576.89
8780,348273.89,682734.77,180895.34
8781,389183.66,877630.02,201247.35
8782,292493.79,702974.91,265875.37
8783,317807.14,767880.64,162173.52
8784,333757.05,630979.82,244870.8
8785,381350.99,662905.65,343649.87
8786,392641.05,780076.29,180783.44
8787,351142.26,963752.77,240903.05
8788,402118.28,749863.71,188290.18
8789,339504.82,763576.99,182055.53
8790,411276.15,885967.81,179047.37
8791,394170.35,683399.36,291961.58
8792,313941.1,645535.18,340735.61
8793,304926.44,802754.29,215193.63
8794,602098.5,753507.26,261592.43
8795,367969.34,927248.33,218068.07
8796,454513.53,793663.12,149221.97
8797,380626.39,968158.51,164196.17
8798,280315.11,662399.2,232765.51
8799,382883.52,882370.42,216250.78
8800,525941.67,751560.5,173720.42
8801,314152.06,809812.54,302391.75
8802,327080.01,796767.08,235563.81
8803,289646.66,722401.81,180367.63
8804,570350.74,693481.57,317425.5
8805,305594.6,839335.5,428055.28
8806,350224.35,638741.37,251968.77
8807,363909.03,773826,196081.3
8808,378840.26,729183.12,256786.32
8809,325302.27,876663.24,366364.39
8810,354192.46,917403.28,261362.61
8811,439391.17,747921.89,352587.85
8812,417805.34,895447.05,244665.16
8813,300023.14,828374.79,298664.76
8814,355620.21,879811.12,191629.5
8815,283331.3,801447.57,175132.06
8816,500726.23,669898.08,182341.2
8817,418966.79,723609.79,212766.19
8818,482223.6,777765.35,249771.43
8819,398863.73,640938.43,208445.96
8820,315976.9,781188.35,209490.1
8821,350452.79,740482.69,181072.43
8822,505415.94,805024.49,200091.07
8823,345802.86,780189,154169.83
8824,337294.45,819816.83,298138.53
8825,428312.07,1019688.98,185185.5
8826,482686.36,628311.7,175469.93
8827,403530.09,700006.4,254346.22
8828,314872.16,855211.69,398174.19
8829,421946.3,824197.3,205565.8
8830,311220.3,814281.17,421876.59
8831,514484.68,759651.79,357514.63
8832,297001.16,754889.43,181687.33
8833,283174.7,799061.79,223638.37
8834,369928.04,894643.18,313546.04
8835,340631.26,786667.62,188509.83
8836,331313.98,989860.03,185433.89
8837,378621.74,835515.01,229711.41
8838,443985.48,964575.69,289953.72
8839,455418.63,722340.53,196929.29
8840,618144.76,747571.53,172705.59
8841,304948.59,698007.38,225786.16
8842,358583.76,835017.17,174435.14
8843,309468.8,833469.47,290729.1
8844,283838.96,895355.76,311334.25
8845,367087,915590.04,239138.67
8846,260141.7,811289.31,201980.51
8847,278138.35,669445.76,216387.53
8848,500684.47,922096.26,236244.7
8849,507965.11,987437.62,295718.78
8850,511291.18,642463.44,205717.43
8851,409048.53,852565.12,193929.12
8852,587271.48,729953.65,174684.64
8853,374930.12,680398.86,247267.73
8854,351589.57,830361.38,334390.08
8855,461481.84,681545.35,344033.99
8856,368742.8,663035.19,168547.98
8857,273006.81,876535.1,237879.89
8858,341720.3,697439.28,292042.9
8859,299695.43,514179.97,211181.16
8860,330058.06,741699.54,254905.9
8861,547649.17,786311.67,167099.43
8862,364075.76,752673.55,279214
8863,356601,634643.28,279396.21
8864,333030.38,769694.4,208970.15
8865,425463.96,683792.07,269100.63
8866,343173.2,755664.6,266988.34
8867,338907.81,624930.83,243348.83
8868,388443.55,909284.7,184218.01
8869,281697.19,819280.78,172484.88
8870,372867.39,770086.41,193620.24
8871,317126.44,736426.74,234020.84
8872,481137.09,715448.03,204910.88
8873,277314.87,693105.04,273953.11
8874,373833.9,732125.19,367870.48
8875,341017.53,691561.09,280364.09
8876,309627.64,683895.13,215584.61
8877,295543.89,718597.06,187651.45
8878,330096.58,672837.32,247623.95
8879,348776.99,678265.83,149312.65
8880,417230.07,828270.1,193320.12
8881,293412.27,632430.39,215407.8
8882,312498.13,691486.9,194450.29
8883,387184.89,762774.28,220612.12
8884,340184.23,660683.22,175980.24
8885,333636.91,820923.82,221677.08
8886,310241.32,631263.23,231217.1
8887,354827.21,830261.82,202878.05
8888,287797.6,896141.05,212256.69
8889,372025.39,918531.51,253605.27
8890,369318.49,779205.41,185123.05
8891,455902.88,686837.67,285066.68
8892,356885.2,853160.05,191607.05
8893,405843.5,667015.41,151320.59
8894,346506.34,1039396.34,299485.47
8895,400805.72,812141.56,229988.62
8896,280348.21,1002946.07,321265.15
8897,404967.23,816814.92,231753.89
8898,357888.34,1015688.3,228805.17
8899,333283.64,881120.2,223541.04
8900,443584.89,860510.33,292693.14
8901,387273.7,815575.35,179570.07
8902,395630.88,799781.89,177658.21
8903,513272.38,682651.81,246007.86
8904,284148.36,819902.95,149935.01
8905,317486.02,757871.37,180188.63
8906,347134.89,631251,261633.15
8907,419729.12,822227.24,351026.19
8908,357723.19,957310.21,232657.33
8909,377304.31,808960.96,199461.83
8910,350302.38,606500.51,218592.94
8911,295125.23,997193.86,195149.41
8912,366933.51,911035.22,168025.05
8913,372395.59,754409,277007.98
8914,418094.45,724453.75,227697.16
8915,309627.47,737293.97,295191.52
8916,293248.24,829239.81,181305.92
8917,263299.28,923375.58,277208.31
8918,328677.9,937814.35,261327.14
8919,511370.59,841928.32,220977.11
8920,279781.79,888709.45,217210.8
8921,299245.71,779423.71,215513.42
8922,460052.45,922820.11,415567.46
8923,348594.38,855234.99,374410.77
8924,287471.76,795033.01,203823.91
8925,242143.62,785225.01,272905.42
8926,432119.19,972891.67,217634.41
8927,519855.97,791035.14,182766.74
8928,367025.49,957633.08,209017.69
8929,341512.23,716845.83,242334.06
8930,428670.22,701403.04,174016.64
8931,402598.76,697706.06,223248.4
8932,401230.42,651141.05,272845.21
8933,333615.4,887698.96,323559.16
8934,355400.33,873888.76,150527.68
8935,527129.75,636474.62,202310.75
8936,386409.14,715188,272090.96
8937,398585.73,770845.93,188156.18
8938,336219.18,859847.39,204962.41
8939,406677.44,749966.88,213246.69
8940,338582.88,875580.52,349356.66
8941,377872.21,982338.59,183232.31
8942,414557.7,942024.48,181496.41
8943,304316.76,734837.65,229111.41
8944,425441.51,831547.07,175160.47
8945,366764.33,826116.54,244942.88
8946,319878.1,819634.33,227952.62
8947,333348.33,703586.03,235653.22
8948,345805.92,849783.12,248635.66
8949,495024.1,871773.37,257544.87
8950,396466.58,678718.24,248116.45
8951,367297.22,827617.57,220723.84
8952,371904.44,733185.75,201298.59
8953,371318.18,831378.03,370441.18
8954,280634.45,688391.12,206884.33
8955,350505.53,672148.16,286939.98
8956,329246.46,846208.01,290755.67
8957,402718.05,806637.92,202213.58
8958,317165.44,751046.04,289584.98
8959,315342.72,758118.42,156809.27
8960,299792.4,888498.55,255689.26
8961,447147.57,653048.24,173297.99
8962,244241.85,716335.91,191238.56
8963,404913.71,738814.78,268629.14
8964,344889.14,818863.43,225633.77
8965,440465.21,742930.02,253774.82
8966,334525.08,756568.43,216406.1
8967,375631.31,653033.84,189248.94
8968,343565.16,836220.76,279028.7
8969,341758.9,758656.85,418245.08
8970,363697.11,784527.82,175089.97
8971,355382.14,767104.17,178187.94
8972,387813.29,962179.9,255130.25
8973,365406.64,792924.1,157687.5
8974,343673.05,841661.61,254183.78
8975,315394.16,639893.36,188205.05
8976,380404.37,800071.85,201416.42
8977,335285.03,741334.65,250177.03
8978,369360.18,756707.5,241771.31
8979,241164.07,745393.19,266480.88
8980,400529.2,881269.01,218958
8981,286941.23,780959.83,247938.13
8982,257800.08,663946.71,294298.1
8983,288218.46,767618.77,199468.7
8984,329767.16,634188.67,287749.43
8985,375624.28,975633.3,186588.24
8986,389480.06,682304.75,335659.84
8987,362289.34,711359.24,218806.83
8988,511321.3,786846.83,217491.5
8989,439828.43,820444.92,190967.39
8990,278727.03,675357.09,246318.58
8991,338545.15,670797.69,180280.08
8992,338116.21,1001837.55,311260.11
8993,347836.42,769600.74,246442.81
8994,281095.03,757957.02,315944.76
8995,324195.11,768481.25,218909.28
8996,473749.28,897914.81,186526.26
8997,417224.66,716877.97,234632.07
8998,307743.17,916813.32,234752.93
8999,334890.62,845894.87,355892.53
9000,327761.29,904308.49,167413.2
9001,348617.13,723496.14,162925.31
9002,493074.95,634047.09,205887.99
9003,344009.78,694667.31,289670.35
9004,339897.38,1002884.09,203550.36
9005,352138.67,716599.37,268990.69
9006,420319.48,997479.37,208820.71
9007,337376.22,736661.69,223122.55
9008,438264.58,1016819.21,177728.92
9009,322354.65,706494.06,248911.35
9010,476797.88,877311.59,218087.04
9011,344954.07,857546.7,243074.87
9012,383317.52,712246.93,231492.2
9013,323169.11,773568.03,257423.03
9014,498505.6,715284.55,225303.01
9015,454834.05,778586.26,321260
9016,393210.62,956049.8,181383.21
9017,377002.86,747742.2,153258.22
9018,430110.35,805592.07,191943.47
9019,540335.77,734631.71,198516.87
9020,312558.65,712789.91,207562.36
9021,354692.29,825775.07,173425.66
9022,494632.49,847998.92,240346.27
9023,323787.77,848599.01,186577.93
9024,484431.2,778331.69,209220.78
9025,540476.33,807533.7,311621.91
9026,445157.55,694879.8,252622.73
9027,297062.26,849250.64,172356.85
9028,419441.44,842373.78,240204.05
9029,332583.01,867006.54,147321.21
9030,416653.26,755505.07,205261.73
9031,467583.47,600193.48,156877.35
9032,344676.45,681663.28,186260
9033,382590.19,846373.18,159580
9034,418654.16,764219.36,239741.36
9035,292746.12,927154.56,263815.77
9036,434972.25,879728.32,285735.63
9037,287201.87,748567.41,242905.95
9038,487393.09,802397.95,195900.08
9039,403727.5,792609.85,175186.15
9040,356200.22,843919.04,209297.69
9041,375565.64,739482.5,202333.43
9042,362338.15,743299.63,203292.41
9043,382946.4,823663.22,227258.67
9044,429108.92,685099.87,304581.17
9045,289318.03,810255.2,171802.77
9046,374609.37,767945.85,285563.64
9047,627205.2,705246.6,227861.27
9048,343985.58,989637.87,155815.79
9049,491020.5,672188.73,233842.46
9050,337321.38,656903.58,211599.01
9051,313519.13,705485.82,231509.94
9052,331326.34,788417.98,159200.52
9053,384417.4,853080.55,202747.58
9054,415453.95,662676.15,201194.28
9055,350155.73,683901.04,172967.21
9056,390272.21,703550.89,199466.29
9057,466790.62,842788.6,289922.42
9058,336083.79,669458.5,200745.93
9059,337793.23,682530.74,219505.78
9060,336963.68,639639.64,242550.73
9061,402073.42,818102.95,360428.37
9062,407662.21,1062800.68,175622.16
9063,260277.26,649310.24,218201.47
9064,368731.41,665703.77,199181.56
9065,355130.07,932002.16,235517.67
9066,255624.51,822869.44,179770.14
9067,311856.27,769453.81,209235.51
9068,384791.84,810062.79,199734.78
9069,347527.67,804056.4,163049.56
9070,331485.36,940963.38,243100.94
9071,372270.53,844099.73,177452.83
9072,337431.9,637782.92,260985.61
9073,301720.34,828842.87,162308.77
9074,328826.54,823425.86,187951.51
9075,323693.87,664423.99,228857.43
9076,397805.3,765972.15,244787.19
9077,449798.94,754990.12,327047.14
9078,388672.23,781734.34,252196.17
9079,330715.28,667326.02,192328.22
9080,330617.94,702550.6,238906.47
9081,353534.49,697485.89,223448.31
9082,347553.22,677843.22,293682.3
9083,390620.07,725982.59,205467.15
9084,394388.99,868595.01,221655.13
9085,304660.33,795674.7,274379.58
9086,266716.26,808652.66,406858.71
9087,429626.52,976427.89,241393.78
9088,336049.2,805849.22,209178.72
9089,441880.15,838867.09,214301.05
9090,340990.82,745665.89,235110.1
9091,380659.97,736874.92,190478.51
9092,377802.59,903196.4,208001.21
9093,365815.54,850035.39,223648.99
9094,296241.34,735059.73,250546.21
9095,349990.95,691483.37,195524.18
9096,243324.16,640208.78,158709.47
9097,290105.89,722731.48,187029.56
9098,297069.13,612774.25,215000.73
9099,252142.73,765823.17,423726.76
9100,268899.89,753219.36,249497.94
9101,471184.97,730356.56,167827.17
9102,363082.49,796252.03,304611.89
9103,333171.34,654918.76,284806.6
9104,345406.98,693368.34,334808.56
9105,378291.26,697003.97,261429.87
9106,397573.27,751107.97,237177.44
9107,359597.43,820137.86,170944.77
9108,334140.3,608913.53,175796
9109,376528.2,866242.93,168774.7
9110,319226.71,737612.85,207092.33
9111,266850.98,919492.68,207635.93
9112,355037.77,859329.33,176556.82
9113,314827.98,728392.68,271418.24
9114,454348.05,554302.02,193280.52
9115,436940.14,808886.62,216251.72
9116,426027.42,737069.23,334559.44
9117,282423.19,954614.57,318378.79
9118,387286.9,751450.23,215132.56
9119,291398.5,784155.19,210739.15
9120,417058.24,864982.89,194018.06
9121,400013.3,796713.18,181500.79
9122,475991.71,875025.47,250802.87
9123,386730.02,873327.58,187064.17
9124,323814.48,723626,214628.6
9125,365487.43,745088.53,280847.58
9126,325690.06,891075.91,238632.18
9127,342555.58,646974.23,276422.55
9128,322224.01,814550.22,312419.99
9129,334593.77,691158.45,232023.62
9130,356766.26,959000.65,216329.18
9131,288154.99,730079.81,257561.42
9132,302407.08,700917.46,285654.17
9133,277586.66,1011486.6,246597.14
9134,371067.65,772518.58,133109.38
9135,349751.61,786502.62,207832.99
9136,453209.62,844595.17,272238.54
9137,255873.84,919420.25,342338.94
9138,291298.07,857780.7,247088.41
9139,366425.15,882924.21,270247.54
9140,303874.82,806561.99,354586.63
9141,252308.88,921464.7,278483.8
9142,317083,722476.71,297395.75
9143,433613.63,595035.24,241863.29
9144,364116.08,806947.72,154294.78
9145,381858.99,984579.46,222638.25
9146,398772.09,752495.08,224984.4
9147,477830.4,732504.98,181237.63
9148,293426.8,921393.8,271161.88
9149,443719.59,686772.52,290069.45
9150,518642.13,823557.47,197145.76
9151,310981.74,726709.55,284015.53
9152,515762.58,968471.53,191546.3
9153,332526.99,881638.01,180077.6
9154,438357.18,650065.32,257812.85
9155,364498.04,715198.12,241080.14
9156,409057.77,731818.51,254911.05
9157,349779.97,1078550.68,203066.44
9158,346382.44,720239.28,193639.54
9159,561304.35,638478.94,255351.71
9160,316169.34,904599.23,266745.27
9161,272303.14,717315.29,224510.41
9162,327176.67,699466.48,166239.88
9163,448577.71,910517.58,215977.19
9164,304338.61,685154.57,202551.67
9165,348510.36,823598.38,263405.31
9166,420122.57,622796.6,160337.16
9167,387508.92,628180.39,168791.49
9168,324184.03,776605.77,184493.16
9169,302648.62,734259.89,272604.85
9170,432933.75,918754.46,214295.04
9171,297788.68,915253.81,205153.43
9172,339478.23,855294.66,251981.4
9173,314077.46,760618.08,247230.77
9174,259692.27,977095.06,181915.15
9175,414169.69,841949.35,209645.15
9176,317074.39,611276.73,247891.59
9177,301391.7,659756.57,209318.36
9178,529006.55,767569.85,290914.26
9179,442698.12,761056.3,200985.49
9180,417747.22,824353.16,294709.92
9181,300105.83,674782.13,219770.02
9182,333232.72,916143.02,217983.53
9183,436210.15,723973.78,185887.59
9184,314190.6,897625.53,265495.15
9185,307318.4,724316.76,222802.1
9186,326334.89,591961.12,285092.67
9187,482544.09,596613.91,284978.4
9188,318304.06,663306.57,348562.48
9189,406347.61,708629.12,205157.91
9190,396498.67,867342.38,209625.33
9191,336616.1,835483.23,271847.05
9192,386197.37,716640.74,210873.12
9193,321132.8,704639.28,267503.37
9194,400130.96,934735.69,212918.77
9195,319746.91,640309.05,185637.68
9196,356799.59,778189.89,163038.75
9197,345826.6,969887.32,206024.29
9198,495862.96,617668.59,231926.36
9199,363963.28,707015.43,164183.98
9200,408940.72,735512.72,196196.68
9201,415618.92,804702.03,359310.29
9202,315328.45,796707.6,250908.08
9203,510379.23,787942.61,385467.06
9204,470513.5,712488.05,168743.14
9205,350804.84,751171.78,344119.28
9206,334868.32,714110.28,201895.08
9207,363513.74,663047.13,237712.84
9208,399833.49,788534.81,257702.56
9209,455494.44,791070.77,137061.89
9210,429914.81,837291.24,185580.41
9211,321654.93,770545.57,182971.83
9212,349572.41,808434.02,313683.28
9213,444049.47,997605.21,202336.04
9214,318989.36,918379.02,189309.82
9215,421882.79,916735.54,229898.35
9216,338797.02,744476.6,338631.19
9217,280851.94,768664.06,341802.91
9218,459830.63,643312.15,189656.82
9219,265490.36,528128.91,231006.57
9220,443217.1,765326.12,207660.06
9221,336802.22,911303.17,278811.3
9222,334470.35,688079.09,213469.41
9223,360994.58,741924.87,212701.21
9224,297338.76,850175.22,218445.05
9225,450301.71,657868.4,158376.19
9226,372695.84,762883.11,227843.36
9227,296306.57,707700.08,235854.39
9228,355082.07,704477.36,223327.54
9229,540004.51,703353.31,245337.91
9230,335539.62,726264.72,210568.33
9231,363011.36,805588.17,283716.65
9232,423182.35,807424.19,261929.97
9233,287586.95,915379.54,366245.63
9234,432568.11,857508.54,262640.05
9235,344084.34,766302.61,234287.33
9236,281513.24,798405.73,254635.26
9237,403312.77,788790.45,242406.3
9238,257028.13,882084.88,211191.29
9239,420811.86,621084.51,177604.55
9240,400657.84,862548.37,204262.9
9241,241430.86,890390.95,248357.36
9242,325623.92,734557.15,234237.27
9243,293012.77,770162.11,207895.34
9244,343704.96,857256.67,240594.74
9245,453832.1,773118.33,219977.67
9246,338259.04,720512.29,211843.17
9247,328010.39,848238.54,335932.76
9248,308086.55,826400.23,170623.38
9249,437807.57,706148.17,228872.82
9250,356100.34,822083.35,246167.54
9251,341699.86,841899.5,245794.94
9252,399388.17,793395.28,168483.06
9253,416184.49,841219.5,270004.76
9254,362640.89,644758.33,207066.01
9255,413208.24,726107.56,273658.24
9256,288906.29,633829.65,206087.85
9257,369113.91,759538.1,213937.34
9258,320972.28,937962.83,169633.58
9259,366540.43,682815.43,249483.57
9260,380384.16,634388.16,244570.49
9261,339955.87,846585.74,163633.34
9262,417966.96,768483.67,362770.98
9263,290457.84,783536.31,287800.71
9264,318243.44,755358.02,209834.53
9265,339835.88,713878.28,152732.23
9266,396392.08,588654.5,197514.92
9267,352593.58,704911.45,170989.7
9268,341197.79,911299.28,349828.45
9269,276073.65,803112.03,318468.23
9270,442883.6,770800.63,281655.15
9271,403544.04,711695.16,248305.52
9272,403240.37,682253.1,256057.72
9273,469768.46,746714.25,149158.06
9274,302226.14,691449.89,177714.46
9275,348003.78,839552.27,275480.73
9276,363793.07,794993.16,199064.59
9277,337705.96,741209.66,232118.27
9278,317876.94,704297.27,199404.62
9279,357243.34,675791.95,214962.61
9280,288272.14,693788.99,207856.34
9281,334515.47,801326.7,252623.44
9282,332650.26,731020.07,262041.19
9283,378688.65,908722.92,323684.18
9284,494514.01,930314.55,222539.21
9285,293649.89,782683.05,318407.52
9286,301948.71,894432.22,186912.69
9287,428543.22,780852.36,189067.84
9288,323299.65,761419.4,242999.08
9289,401230.33,734051.41,261726.55
9290,420109.27,757229.86,217285.11
9291,408826.15,644871.9,270724.95
9292,349342.74,854024.91,388135.39
9293,393111.82,841750.45,190604.49
9294,338590.46,840466.03,231408.68
9295,310549.19,853089.49,273650.89
9296,342793.15,832620.53,215115.54
9297,339865.9,724422.84,335298.91
9298,323708.04,701276.66,260503.41
9299,400840.76,633416.12,315795.97
9300,494702.86,881956.64,188030.74
9301,376380.6,578025.76,253957.78
9302,387229.66,630067.67,282181.95
9303,273667.84,737649.19,227047.65
9304,453905.18,816001.29,255359.28
9305,379090.75,882175.45,180145.35
9306,487104.61,567504.17,188730.3
9307,354449.58,985409.42,241754.95
9308,504834.62,639870.1,249422.34
9309,428143.06,862182.75,164899.24
9310,299603.66,832420.12,312224.62
9311,349634.1,781494.93,276310.23
9312,440579.94,710890.68,264952.71
9313,329089.51,674538.64,266682.41
9314,304392,942727.82,255236.15
9315,330711.8,837799.01,265358.06
9316,249338.5,789919.68,231776.31
9317,280926.07,706191.13,240346.16
9318,285280.1,867913.99,205272.09
9319,319451.92,800213.89,191407.31
9320,302502.85,702551.56,172617.79
9321,314872.3,787411.28,194396.36
9322,320067.86,774041.98,202161.86
9323,301769.66,885863.66,175949.57
9324,284043.36,796095.35,320153.61
9325,330694.66,655759.63,251969.45
9326,305389.03,686575.27,288900.88
9327,325083.13,853182.51,174565.76
9328,391970.25,703899.61,209303.37
9329,427253.5,755757.41,235023.8
9330,273131.09,828920.22,285951.06
9331,321143.45,771280.69,178670.01
9332,406407.38,942437.58,193750.51
9333,398425.61,725212.45,250090.74
9334,517151.14,743452.79,207479.74
9335,343372.18,939208.64,289590.68
9336,399836.7,870675.61,244974.07
9337,317234.08,844015.76,202479.26
9338,311329.26,646519.31,277837.4
9339,350183.01,938712.17,330767.71
9340,385243.08,637243.72,145742.79
9341,274847.28,741126.95,251040.73
9342,270765.83,1119678.05,234142.12
9343,579702.35,837269.19,417079.07
9344,394748.43,743541.71,362578.87
9345,346524.5,1068058.65,196603.36
9346,381628.63,802338.52,244670.83
9347,476338.41,676132.58,263003.99
9348,463483.62,831335.87,274452.67
9349,492694.14,637789.29,210008.04
9350,373382.65,712820.93,365185.58
9351,392541.05,890808.95,217277.88
9352,340084.02,955912.51,194387.67
9353,285042.36,938284.14,209854.18
9354,282874.67,787455.74,232649.86
9355,370898.82,718174.41,273086.59
9356,307893.9,1027879.64,222746.04
9357,347947.68,782685.23,168776.01
9358,357455.72,774514.29,172622.49
9359,296743.44,634368.07,227327.5
9360,324808.46,749493.2,205200.86
9361,320624.47,776687.53,257771.85
9362,503798.52,781985.55,296044.25
9363,354707.75,1105793.33,202418.11
9364,385703.04,864153.61,226295.29
9365,312588.99,764746.25,201141.9
9366,592120.76,748974.68,260409.88
9367,321686.94,1095074.03,189104.53
9368,506473.29,919601.82,197540.22
9369,436757.08,729403.87,306271.08
9370,339297.85,716460.98,288778.83
9371,426637.95,805964.81,217732.47
9372,382486.46,818825.24,213581.26
9373,332566.5,662231.4,222347.93
9374,559888.89,924257.79,278023.58
9375,314359.45,801987.57,515930.4
9376,457611.02,775269.22,255215.5
9377,450153.92,810502.81,284550.06
9378,379807.25,928424.15,196150.92
9379,323841.93,712978.2,227475.37
9380,279768.78,817555.58,306253.3
9381,314136.67,950839.33,225931.08
9382,399787.44,730451.06,228899.56
9383,431647.74,907437.09,228493.36
9384,441575.89,847755.33,223328.76
9385,423246.15,790236.24,200350.77
9386,370785.24,673535.16,172638.48
9387,408840.32,728426.36,191955.59
9388,354735.63,764339.94,224873.78
9389,323035.2,696323.1,194855.6
9390,492711.27,790162.53,196889.2
9391,433265.92,925913.95,237931.34
9392,405241.29,959820.94,243351.36
9393,308238.28,730074.89,317702.16
9394,377919.22,726318.05,288648.63
9395,372921.73,821801.65,251566.49
