"sim","Field Operations","Heavy Operations","Office/Admin","Technical"
8850,403359.52,497062.94,40178.67,418870.94
8851,363298.98,479590.4,36602.21,576051.18
8852,440940.82,368926.83,71919.93,610122.19
8853,418418.46,426429.59,44316.96,413431.69
8854,461980.99,484793.3,78945.62,490621.12
8855,490820.18,473083.33,24630.06,498527.61
8856,355149.11,370038.93,46413.68,428724.27
8857,390628.03,437801.61,42159.4,516832.75
8858,530605.88,443508.27,20544.6,336543.73
8859,336402.7,358882.14,35331.42,294440.3
8860,405726.72,419672.2,43395.61,457868.97
8861,424455.17,455419.33,23969.59,597216.18
8862,475112.62,477746.07,43115.35,399989.26
8863,454279.02,360943.47,23737.41,431680.59
8864,467707.75,443036.48,26229.89,374720.81
8865,410766.36,340895.59,58581.5,568113.2
8866,391837.11,392714.03,126068.48,455206.51
8867,374281.84,368316.42,44545.34,420043.87
8868,501259.42,441009.9,34668.81,505008.13
8869,365652.37,427275.26,36857.23,443677.99
8870,361092.68,453284.67,57597.75,464598.94
8871,348809.99,465141.78,68353.78,405268.47
8872,369983.45,394507.63,50555.49,586449.43
8873,366907.52,444627.51,31029.41,401808.58
8874,438336.53,383629.7,70439,581424.34
8875,430774.79,414499.99,51672.5,415995.43
8876,419999.29,368813.8,32624.31,387669.97
8877,427323.36,421521.55,34659.56,318287.93
8878,340607.58,426431.33,40516.79,443002.15
8879,390101.05,373049.47,58278.32,354926.64
8880,430030.05,515632.76,94491.37,398666.11
8881,396245.83,393193.78,41385.5,310425.34
8882,436621.61,346095.65,18412.47,397305.59
8883,356374.28,565276.1,38574.08,410346.83
8884,408957.94,389724.04,51747.76,326417.96
8885,516292.38,426100.19,26289.38,407555.87
8886,377328.31,410649.8,31139.63,353603.91
8887,454184.5,519085.24,32691.41,382005.94
8888,493940.61,479984,47784.25,374486.48
8889,369306.5,538975.17,23660.67,612219.82
8890,487723.95,436291.26,47496.91,362134.83
8891,496097.85,384217.91,39462.23,508029.23
8892,365184.98,633415.34,27677.81,375374.17
8893,362218.14,388113.12,26391.02,447457.22
8894,611722.16,512675.82,17501.23,543488.93
8895,442617.61,574184.1,25775.88,400358.32
8896,380775.58,690361.65,46725.58,486696.61
8897,522865.85,390778.41,44553.52,495338.26
8898,426548.3,548369.53,49307.47,578156.51
8899,420442,477331.89,74829.11,465341.89
8900,481286.52,649011.74,34465.44,432024.65
8901,449754.7,449847.24,39999.18,442817.99
8902,464071,403101.1,27550.75,478348.13
8903,388078.9,475472.25,35582.49,542798.41
8904,366581.98,352859.35,90973.63,443571.35
8905,443842.38,374936.56,48398.77,388368.29
8906,447816.9,374951.35,37245.87,380004.92
8907,465754.3,420885.94,53109.9,653232.41
8908,507232.96,498196.64,45017.45,497243.67
8909,425979.95,399264.51,29534.1,530948.54
8910,359677.28,364130.4,46759.47,404828.68
8911,420558.87,447607.79,43306.97,575994.87
8912,525084.97,395318.41,31178.46,494411.95
8913,436050.48,507661.77,51645.42,408454.89
8914,453876.29,541478.16,13126.01,361764.89
8915,506150.03,376717.27,27269.59,431976.07
8916,413863.94,404518.51,42222.41,443189.1
8917,502417.54,505641.92,58139.45,397684.25
8918,465695.31,532202.89,26021.37,503899.82
8919,438995.38,529578.22,47919.37,557783.05
8920,472880.25,462586.66,39632.68,410602.45
8921,315672.98,535949.84,32705.19,409854.84
8922,565317.12,576067.67,90595.19,566460.04
8923,480865.59,551776.4,72161.94,473436.2
8924,341941.95,487367.92,12193.83,444824.99
8925,480824.25,318327.77,59924.41,441197.62
8926,554717.58,471936.07,38360.12,557631.5
8927,423462.43,493086.32,153025.28,424083.81
8928,433030.25,530696.43,63550.14,506399.44
8929,374346.13,431493.44,35075.36,459777.2
8930,433845.54,396835.77,95867.98,377540.6
8931,332452.67,475351.67,33280.27,482468.61
8932,434213.02,474714.35,57967.08,358322.23
8933,432236.42,327839.05,45533.23,739264.81
8934,467105.12,439646.06,90734.34,382331.25
8935,333950.25,584834.25,33910.25,413220.38
8936,406193.49,437108.41,23052.83,507333.38
8937,435838.74,398112.89,9382.07,514254.14
8938,596122.72,406262.16,40820.2,357823.9
8939,501116.2,443187.53,29471.93,396115.34
8940,500594.01,429916.86,39751.66,593257.52
8941,431681.96,485220.44,31464.49,595076.2
8942,457447,632120.26,78308.54,370202.78
8943,343469.91,476065.62,30529.63,418200.67
8944,317574.57,481781.82,46436.62,586356.05
8945,468508.79,501281.7,41991.93,426041.33
8946,439682.43,445472.47,35329.55,446980.6
8947,399826.48,448610.65,45472.1,378678.36
8948,420153.78,493185.85,38954.15,491930.92
8949,451261.62,591446.89,26234.45,555399.38
8950,372276.02,424504.85,47601.12,478919.29
8951,379166.1,434087.31,38947.13,563438.08
8952,532104.29,398005.21,44105.74,332173.54
8953,554348.47,543173.19,58894.26,416721.46
8954,373713.83,382929.06,42035.49,377231.52
8955,394231.5,397516.78,95542.3,422303.1
8956,560197.92,468346.66,47319.5,390346.05
8957,385617.54,526951.24,80178.57,418822.2
8958,447328.05,498148.54,54615.26,357704.6
8959,452656.94,427362.01,22377.96,327873.5
8960,438571.7,419947.69,25625.65,559835.17
8961,434585.83,391497.36,76740.39,370670.21
8962,427357.24,400058.07,34104.99,290296.02
8963,359445.51,483433.61,88070.06,481408.45
8964,394729.84,489880.18,30177.61,474598.72
8965,542847.71,515057.59,18451.26,360813.5
8966,449159.37,416202.74,36345.55,405791.96
8967,322683.77,392263.34,73498.79,429468.2
8968,442914.37,395833.3,39960.95,580105.99
8969,484610.83,523721.24,39028.55,471300.21
8970,423252.99,484069.2,15392.27,400600.44
8971,413005.37,423001.52,23261.08,441406.28
8972,610006.27,405453.14,48158.97,541505.06
8973,479483.64,424651.02,41364.55,370519.03
8974,482444.41,480836.18,98437.93,377799.92
8975,375185.07,410579.08,38963.38,318765.04
8976,405797.38,474416.79,32249.04,469429.44
8977,371937.82,356744.63,37472.2,560642.04
8978,381434.06,392045.86,54296.31,540062.75
8979,352735.84,411337.36,29612.91,459352.02
8980,440946.35,598760.79,46625.86,414423.21
8981,426940.21,374121.96,50391.99,464385.03
8982,364386.46,410788.39,32995.12,407874.92
8983,523043.56,411218.73,20811.15,300232.49
8984,424335.55,427348.18,23588.54,376432.99
8985,322922.63,604670.02,51398.33,558854.85
8986,491744,441949.61,40526.11,433224.94
8987,385417.88,451106.8,56761.74,399168.99
8988,355334.64,434905.29,41277.38,684142.32
8989,505546.9,414917.94,46285.61,484490.3
8990,384986.39,449751.33,26916.03,338748.93
8991,341989.89,462251.06,27221.85,358160.13
8992,486531.38,590640.45,33236.07,540805.96
8993,395458.57,368141.1,38896.53,561383.78
8994,431902.79,462943.9,40059.55,420090.57
8995,538158.64,359373.37,34288.67,379764.96
8996,550476.52,503204.36,52261.61,452247.86
8997,469831.9,441186.21,87227.34,370489.24
8998,471974.34,479373.11,37662.56,470299.4
8999,510917.12,410741.38,37472.16,577547.36
9000,426101.77,473026.85,35440.1,464914.26
9001,361359.35,457358.97,84485.87,331834.39
9002,464751.07,397897.66,19915.57,450445.72
9003,392986.33,449780.14,53971,431609.97
9004,479895.99,539039.27,23281.46,504115.11
9005,310304.93,373456.94,52671.32,601295.54
9006,411606.28,567192.12,35471.84,612349.32
9007,393429.18,480952.66,59552.48,363226.13
9008,399586.29,520474.02,34834.21,677918.18
9009,369250.74,445178.57,53002.26,410328.48
9010,629545.92,396753.85,20446.95,525449.78
9011,506389.06,428203.85,53454.91,457527.81
9012,378394.66,549225.55,37946.55,361489.89
9013,282162.2,548564.74,38725.12,484708.1
9014,423640.18,438064.65,37621.77,539766.55
9015,507043.7,521558.27,25413.09,500665.25
9016,637731.47,405587.53,10854.36,476470.28
9017,377112.1,450085.93,50908.92,399896.33
9018,392589.99,526183.71,36594.34,472277.84
9019,619134.03,418662.06,24424.27,411264
9020,367257.29,487092.18,39904.45,338656.99
9021,420459.24,403711.17,50825.51,478897.1
9022,507463.74,414504.34,134813.23,526196.38
9023,380921.82,412804.47,36674.78,528563.65
9024,419167.5,421796.38,81779.24,549240.55
9025,426166.28,589125.82,45741.74,598598.1
9026,506436.37,521139.49,23586.78,341497.45
9027,342781.72,366175.75,65563.37,544148.9
9028,522043.42,529055.94,112269.31,338650.61
9029,451670.05,435384.84,34380.66,425475.2
9030,496661.56,480795.77,32776.51,367186.23
9031,462939.33,375203.46,45697.19,340814.32
9032,470408.16,347903.77,60347.79,333940
9033,424905.71,488867.35,62854.91,411915.39
9034,442584.14,528647.46,46864.29,404518.99
9035,468894.58,501747.71,65461.15,447613.01
9036,566951.76,431390.5,36397.53,565696.42
9037,378602.99,466507.54,25683.21,407881.49
9038,512959.34,521537.94,41208.3,409985.54
9039,460535.02,500438.36,41216.9,369333.23
9040,400380.22,527527.13,22652.65,458856.95
9041,447490.72,406183.86,25159.54,438547.45
9042,478791.23,453944.96,22938.57,353255.43
9043,451459.77,437833.36,89705.12,454870.03
9044,384992.14,458651.91,69696.71,505449.21
9045,381872.65,429559.54,34469.2,425474.61
9046,466743.55,428534.12,48530.88,484310.31
9047,438568.45,613507.64,48649.94,459587.04
9048,450810.19,623027.91,41822.08,373779.07
9049,444111.63,509634.09,42878.89,400427.09
9050,385023.25,386400.01,41074.86,393325.86
9051,354699.51,439030.47,38759.7,418025.21
9052,426333.94,431012.3,73740.28,347858.33
9053,437150.73,503857.64,53701.69,445535.47
9054,396188.95,395369.76,44099.14,443666.53
9055,326295.06,474752.27,20969.18,385007.47
9056,360603.67,483468.48,38742.81,410474.44
9057,573597.83,538011.45,48897.98,438994.38
9058,383953.91,422079.38,40469.01,359785.93
9059,379118.62,400554.46,31971.13,428185.54
9060,352287.74,408593.79,38120.59,420151.94
9061,461581.82,530780.5,81710.81,506531.61
9062,558075.39,538928.67,22268.97,526812.02
9063,279147.36,439543.45,37730.98,371367.19
9064,443608.09,380657.84,30108.28,379242.54
9065,340265.72,624263.57,37156.73,520963.88
9066,371659.07,330042.4,43689.14,512873.49
9067,421846.84,369119.66,97533.57,402045.52
9068,424339.58,474402.17,150891.33,344956.32
9069,346167.16,521360.55,44936.34,402169.59
9070,487665.95,619777.71,49496.4,358609.62
9071,365215.81,562637.16,32806.32,433163.8
9072,364254.86,484379.53,7540.61,380025.42
9073,328573.26,473473.46,34352.27,456472.99
9074,389170.51,375550.6,44630.69,530852.1
9075,380466.65,446230.31,38460.67,351817.65
9076,445656.7,473339.74,63486.59,426081.61
9077,493409.65,394032.81,72848.14,571545.6
9078,491637.67,413418.5,64933.59,452612.99
9079,348596.55,331562.94,51367.2,458842.83
9080,384749.22,477116.1,32505.14,377704.56
9081,346658.01,417728.05,76150.55,433932.09
9082,502356.55,402537.32,35995.78,378189.1
9083,431216.57,490780.85,32780.24,367292.15
9084,435768.61,421151.53,64292.82,563426.16
9085,509272,435993.48,27344.73,402104.39
9086,372841.33,428807.47,31205.35,649373.48
9087,519838.96,560599.54,26135.35,540874.35
9088,338818.11,470018.33,27567.58,514673.13
9089,503844.7,535026.94,36285.97,419890.68
9090,353873.97,529695.19,32878.83,405318.82
9091,370399.14,506268.16,21776.42,409569.67
9092,454912.43,370028.34,48192.54,615866.89
9093,517379.01,386422.07,34416.87,501281.97
9094,420563.46,494869.42,37098.92,329315.47
9095,395781.02,419239.19,50975.22,371003.06
9096,365635.58,344478.1,29548.53,302580.2
9097,392974.25,397828.38,52181.83,356882.46
9098,356246.92,400200.28,28361.56,340035.35
9099,334822.49,554654.74,33386.1,518829.34
9100,384612.51,378774.9,43855.58,464374.2
9101,393480.94,418370.93,27820.26,529696.57
9102,555102.24,450842.16,79663.29,378338.72
9103,451217.81,404122.77,32188.17,385367.94
9104,384479.3,456345.78,30752.24,502006.56
9105,489367.02,425757.58,96374.76,325225.74
9106,422399.05,555084.29,39930,368445.34
9107,438182.71,383558.92,59537.59,469400.83
9108,382719.48,378743.9,29800.2,327586.25
9109,469779.11,464962.24,50178.83,426625.65
9110,445193.33,356709.88,23596.68,438432
9111,412458.85,461593.23,25721.57,494205.94
9112,375971.31,488523.89,62391.32,464037.39
9113,362147.66,389676.42,87497.63,475317.19
9114,445499.45,382873.08,42129.13,331428.94
9115,420913.23,535139.91,39696.64,466328.71
9116,411865.33,506274.07,17808.85,561707.85
9117,462795.84,419013.29,57029.54,616577.89
9118,501407.2,406233.43,31410.22,414818.84
9119,371499.52,453002.8,34195.39,427595.13
9120,379577.54,518414.13,29523.69,548543.82
9121,517601.31,401096.1,32688.26,426841.59
9122,526078.66,534077.49,46504.44,495159.45
9123,428074.61,482922.36,89308.97,446815.83
9124,396148.44,389344.26,34107.43,442468.95
9125,471182.44,500018.85,69741.2,350481.06
9126,601314.53,448885.15,49654.35,355544.11
9127,407673.42,425799.2,16521.13,415958.62
9128,607571.65,439625.68,29076.69,372920.19
9129,456532.23,362258.51,52107.29,386877.82
9130,467188.58,575245.39,114784.59,374877.54
9131,529070.82,373613.04,26514.87,346597.48
9132,444055.51,326492.57,44466.16,473964.45
9133,400930.63,438383.79,68925.48,627430.5
9134,287410.5,512581.92,57856.62,418846.57
9135,425488.75,443952.76,81107.11,393538.6
9136,495747.03,499385.85,56129.29,518781.16
9137,520169.61,398182.53,35811,563469.9
9138,538212.57,430837.22,30621.48,396495.9
9139,397163.27,450364.96,77174.36,594894.31
9140,530648.35,460232.68,49289.51,424852.9
9141,361668.28,487332.88,55683.61,547572.6
9142,487280.84,463996.71,34315.73,351362.18
9143,488302.72,365051.96,43190.29,373967.2
9144,457717.2,417042.24,32270.01,418329.13
9145,437874.42,639346.03,91661.43,420194.81
9146,480594.17,502014.57,38894.48,354748.35
9147,371579.09,657028.06,42932.25,320033.6
9148,610149.83,513231.42,53105.45,309495.79
9149,417741.59,530768.84,26352.68,445698.45
9150,460638.13,409804.52,57780.49,611122.21
9151,397967.8,545836.87,43513.42,334388.74
9152,476638.52,541593.96,35116.93,622431
9153,413881.97,498302.87,45624.74,436433.02
9154,330845.99,462980.95,32734.3,519674.1
9155,355791.49,564097.05,29236.28,371651.49
9156,471545.8,370964.28,77602.6,475674.64
9157,393944.53,657621.43,42481.45,537349.69
9158,367694.52,510483.56,57135.56,324947.62
9159,490551.15,509041.47,32620.98,422921.4
9160,504751.17,546885.59,51915.98,383961.1
9161,444410.13,364972.23,48141.49,356605
9162,376284.56,457628.13,7945.87,351024.47
9163,435877.59,504904.72,46860.81,587429.36
9164,356661.07,425754.6,39132.9,370496.27
9165,435074.51,466354.9,23092.43,510992.23
9166,404673.55,410082.27,36258.24,352242.28
9167,352203.55,372737.65,44641.88,414897.72
9168,341162.88,488619.48,30495.31,425005.29
9169,387895.84,462565.8,98703.14,360348.59
9170,515336.43,445116.9,91447.13,514082.79
9171,413752.54,546498.86,47428.36,410516.17
9172,374866.24,683977.77,28209.94,359700.34
9173,430942.62,500179.36,32734.41,358069.92
9174,477908.66,478443.39,21031.16,441319.27
9175,477800.81,476706.91,23740.36,487516.11
9176,390812.47,372338.36,45502.72,367589.17
9177,377680.32,321889.68,73440.7,397455.92
9178,377379.81,337194.93,98449.72,774466.21
9179,520306.53,423413.29,27555.77,433464.32
9180,348404.29,685738.89,5524.76,497142.36
9181,323159.55,450896.55,33024.88,387577.01
9182,457057.58,498151.81,23518.65,488631.23
9183,321236.17,458767.63,34585.83,531481.89
9184,331487.87,687054.37,36023.82,422745.22
9185,415334.49,467681.99,11332.3,360088.49
9186,411662.86,383110.79,43710.88,364904.15
9187,408707.69,513519.3,22206.37,419703.04
9188,375680.61,448175.93,84450.09,421866.48
9189,461015.95,388560.72,49140.21,421417.76
9190,559203.77,423520.45,41663.54,449078.63
9191,432978.02,487682.96,57126.05,466159.35
9192,471391.75,437959.76,50904.75,353454.96
9193,426004.4,428566.3,39820.09,398884.66
9194,417552.3,680843.59,27819.38,421570.15
9195,356651.49,400069.13,35668.08,353304.94
9196,312140.3,499255.07,31920.97,454711.88
9197,436974.83,655878.14,34377.58,394507.66
9198,357667.99,352972.62,67341.11,567476.19
9199,359829.04,417703.12,41034.02,416596.51
9200,428417.14,464873.65,55727.62,391631.71
9201,371716.98,750873.23,30909.86,426131.15
9202,467326.64,447349.69,26218.97,422048.84
9203,557539.03,420576.43,30678.78,674994.67
9204,439538.21,533681.75,53934.89,324589.82
9205,482441.9,431980.95,34472.27,497200.78
9206,399935.36,411573.12,33360.89,406004.32
9207,334850.23,401194.01,16959.13,511270.34
9208,491044.9,457948.4,41030.54,456047.03
9209,473167.24,370667.06,34982.33,504810.47
9210,405866.13,564735.71,31414.52,450770.11
9211,403275.78,417917.89,124164.6,329814.07
9212,531514.91,524789.88,59133.61,356251.32
9213,453688.23,545893.36,32332.29,612076.83
9214,515762.57,447649.19,28221.99,435044.45
9215,600709.19,487874.31,51398.59,428534.59
9216,506054.73,420446.66,30922.35,464481.06
9217,396956.86,418229.92,51763.64,524368.48
9218,334124.9,397519.08,37328.38,523827.23
9219,304695.96,311785.92,43687.51,364456.45
9220,459159.34,552987.12,49504.8,354552.01
9221,494714.92,535274.79,90148.49,406778.5
9222,394240.41,362791.45,40163.77,438823.22
9223,398179.45,412103.65,44443.58,460893.98
9224,485480.17,434296.25,47204.86,398977.75
9225,420365.63,452596.09,37333.49,356251.1
9226,539713.88,428839.51,36701,358167.93
9227,348314.91,480159.53,41661.55,369725.05
9228,403698.75,414251.41,78841.79,386095.02
9229,574765.3,367917.52,21005.18,525007.73
9230,420203.48,363322.61,19607.84,469238.73
9231,447265.62,356786.71,44810.39,603453.46
9232,453845.64,588863.4,55945.18,393882.29
9233,526032.45,438553.63,22675.29,581950.75
9234,394011.99,697283.86,37977.34,423443.51
9235,478009.78,432003.6,26937.25,407723.65
9236,460767.05,404120.32,46278.58,423388.28
9237,463482.42,500068.71,20237.52,450720.87
9238,352470.8,461757.74,47687.85,488387.91
9239,465972.13,372750.99,24876.4,355901.4
9240,389519.4,394273.35,62882.87,620793.51
9241,403664.62,400943.83,29742.86,545827.86
9242,522217.58,436905.71,35105.08,300189.96
9243,336247.61,522049.57,32327.51,380445.53
9244,439492.91,395099.6,50109.28,556854.57
9245,649405.6,389058.5,40155.73,368308.26
9246,467003.94,335733.96,31605.76,436270.85
9247,426404.85,499811.67,92985.52,492979.64
9248,399775.61,418557.99,59337.57,427438.99
9249,473442.04,386375.46,44287.49,468723.57
9250,406926.07,499408.1,15134.73,502882.32
9251,400235.71,568884.31,41598.42,418675.86
9252,406399.1,521103.42,52704.01,381059.99
9253,450973.38,481173.48,48596.65,546665.23
9254,351634.74,441692.76,56655.08,364482.65
9255,524757.02,492482.9,48405.6,347328.51
9256,324697.9,379923.09,39281.06,384921.75
9257,363225.99,509966.65,41734.49,427662.22
9258,470264.05,425563.81,13313.39,519427.44
9259,493098.46,383257.53,38464.02,384019.41
9260,337314.42,373752,43633.89,504642.51
9261,436395.96,355949.73,43626.89,514202.38
9262,442407.3,569583.59,48464.48,488766.25
9263,353080.1,588981.31,24758.37,394975.08
9264,408749.85,441661.59,44354.32,388670.22
9265,386487.19,381209.28,27857.86,410892.06
9266,385834.8,378158.58,35406.98,383161.15
9267,358451.43,454821.01,31188.73,384033.57
9268,473794.2,713327.39,49066.38,366137.55
9269,447012.59,574632.37,36354.37,339654.59
9270,581657.6,449406.48,54193.8,410081.49
9271,468249.2,424880.73,35911.23,434503.56
9272,420463.03,507776.17,50368.65,362943.34
9273,410985.31,403204.91,99268.9,452181.65
9274,344885.51,432811.09,37246.05,356447.84
9275,512632.62,499128.61,28561.22,422714.32
9276,509682.99,368667.19,26037.45,453463.19
9277,366361.47,394939.09,40299.77,509433.57
9278,377307.28,424483.84,41605.3,378182.41
9279,365120.91,437584.51,62714.83,382577.65
9280,420575.39,407923.07,34100.42,327318.58
9281,496303.91,430032.6,53224.27,408904.83
9282,418095.27,466041.78,50839.23,390735.24
9283,562654.15,550975.06,30798.58,466667.96
9284,492828.02,497921.76,138875.83,517742.17
9285,361864.39,483484.76,41507.4,507883.9
9286,412704.18,483411.16,33898.53,453279.75
9287,442830.53,397070.16,41375.77,517186.97
9288,373328.06,411795.33,18037.06,524557.68
9289,462861.56,435958.56,30286.78,467901.38
9290,434009.52,368502.14,50756.51,541356.08
9291,553577.54,403129.36,28068.46,339647.64
9292,488361.86,562962.92,37197.89,502980.38
9293,449120.28,511777.7,37200.46,427368.33
9294,505561.29,373693.02,31002.95,500207.9
9295,433645.97,469803.44,28428.64,505411.52
9296,422883.11,448963.43,65443.47,453239.22
9297,439369.97,455531.95,98225.27,406460.46
9298,478042.14,399446.07,41694.95,366304.96
9299,340571.66,461431.35,34631.34,513418.49
9300,544603.84,546758.81,29941.12,443386.46
9301,468930.45,398844.4,12339.83,328249.47
9302,403152.84,421132.06,57006.67,418187.71
9303,362196.86,426774.8,32260.15,417132.88
9304,578991.47,384760.78,87099.92,474413.58
9305,467136.53,463979.35,23399.03,486896.64
9306,518250.48,333648.04,16851.87,374588.7
9307,410924.68,558094.84,27479.74,585114.69
9308,395803.36,406619.25,19683.39,572021.06
9309,436209.21,480184.15,43816.59,495015.11
9310,419025.51,396029.5,40680.94,588512.46
9311,410347.58,413522.53,44161.18,539407.96
9312,424289.49,466099.01,93096.92,432937.91
9313,349437.04,520650.78,37002.84,363219.9
9314,488794.18,493843.33,43687.17,476031.28
9315,376588.69,474873.99,28756.84,553649.35
9316,372876.39,393161.8,23377.7,481618.61
9317,399309.28,414193.97,39863.93,374096.18
9318,416158.34,591887.08,37787.41,312633.34
9319,469874.31,442592.09,46527.61,352079.11
9320,424227.83,370430.54,56236.51,326777.33
9321,430652.72,546892.05,17753.33,301381.84
9322,412582.78,447738.59,46146.72,389803.62
9323,432138.15,477376.67,47852.5,406215.57
9324,502026.1,405858.91,43498.87,448908.45
9325,381773.13,489203.87,33090.8,334355.93
9326,325509.21,519579.81,42480.65,393295.52
9327,397603.05,410439.17,37634.91,507154.27
9328,405279.11,490218.63,41567.01,368108.48
9329,448645.05,443154.14,50734.13,475501.4
9330,462631.45,510767.5,17802.32,396801.09
9331,350355.95,376022.26,37160.29,507555.66
9332,444858.11,554869.69,20686.93,522180.74
9333,448314.68,387717.55,64552.84,473143.72
9334,370132.05,619165.39,12598.89,466187.34
9335,432792.09,524103.88,56298.61,558976.9
9336,513406.87,501256.69,34777.43,466045.39
9337,417172.75,521731.93,22270.28,402554.14
9338,445727.88,442285.54,12689.49,334983.06
9339,512617.53,630821.75,20539.95,455683.65
9340,402903.65,362245.38,39575.85,363504.71
9341,460335.79,482734.25,47057.82,276887.1
9342,517885.82,543988.23,125101.79,437610.17
9343,456557.07,490804.45,48802.37,837886.72
9344,388593.43,614209.6,44356.1,453709.88
9345,357308.65,516578.86,75439.59,661859.41
9346,442695.48,502669.83,42625.64,440647.04
9347,385295.52,399872.41,35255.89,595051.16
9348,401202.41,516931.16,33178.76,617959.83
9349,336048.06,444526.35,43836.66,516080.4
9350,484820.6,471358.25,21190.14,474020.16
9351,481773.56,430231.18,137746.69,450876.44
9352,502574.7,434513.24,38544.91,514751.35
9353,551294.05,483127.56,26054.57,372704.51
9354,331733.08,452512.9,35075.75,483658.53
9355,444152.38,484151.3,30902.8,402953.35
9356,353203.53,505207.41,41328.92,658779.72
9357,396568.34,493548.74,42215.17,367076.68
9358,432136.02,354629.18,54556.11,463271.18
9359,390636.95,387195.09,37152.99,343453.98
9360,421483.38,416034.29,26776.76,415208.09
9361,440345.4,528526.37,36805.54,349406.55
9362,430315.53,654268.23,36557.92,460686.63
9363,506534.63,453445.06,109406,593533.51
9364,508469.1,497917.01,33897.75,435868.09
9365,401041.88,473350.57,27358.63,376726.05
9366,406750.49,442063.8,66550.86,686140.18
9367,479259.12,546596.28,50076.47,529933.63
9368,447918.87,583150.18,56717.49,535828.79
9369,337741.55,620402.66,28637.57,485650.24
9370,398440.42,421440.24,63808.63,460848.38
9371,559278.98,473876.7,40970.51,376209.03
9372,499609.98,497993.55,30397.53,386891.91
9373,384277.9,404037.07,65541.81,363289.06
9374,568350.95,518648.39,44896.99,630273.94
9375,477501.25,663221.86,84756.8,406797.52
9376,393822,645137.07,29358.95,419777.72
9377,512780.55,463078.69,94657.3,474690.26
9378,415426.51,535404.81,41978.3,511572.7
9379,387539.45,421228.03,47783.12,407744.9
9380,449349.8,344542.69,18618.18,591066.98
9381,443441.29,373228.1,36008.6,638229.09
9382,417685.79,420073.72,37699.37,483679.18
9383,456448.4,588499.52,19848.43,502781.85
9384,430988.07,615411.29,41445.79,424814.83
9385,428329.4,456875.85,70117.04,458510.87
9386,443609.19,384976.92,21745.66,366627.11
9387,365758.32,409810.75,65128.86,488524.34
9388,390027.87,514730.33,52616.64,386574.51
9389,394306.71,322706.5,40828.26,456372.43
9390,495627.91,426674.43,75304.63,482156.03
9391,543045.16,440212.2,33129.13,580724.72
9392,411465.98,410192.51,93106.53,693648.58
9393,432484.46,516165.23,25704.28,381661.36
9394,427044.76,436021.06,23777.19,506042.89
9395,435372.42,471264.07,38358.26,501295.12
9396,351234.52,425164.48,17886.7,548868.79
9397,471276.91,505477,58447.35,509290.72
9398,399657.48,429870.62,50277.67,508524.69
9399,446014.66,443762.67,52658.85,433773.94
9400,500302.34,439263.75,19622.58,492248.49
9401,430919.44,554599.79,60881.78,410120.74
9402,354058.17,384767.31,31593.1,439401.66
9403,501862.81,479235.32,34809.09,498561.8
9404,609973.41,462140.1,41464.57,289702.09
9405,482681.68,488326.15,73414.2,424820.33
9406,406210.23,455635.56,60976.58,500712.08
9407,557561.88,402929.61,38617.59,403750.61
9408,462246.47,443221.01,38167.29,385240.64
9409,440846.19,432495.06,39719.08,502138.15
9410,530818.6,364484.29,20768.42,380245.31
9411,369984.61,443094.8,133237.4,500010.99
9412,458316.14,423751.28,38457.54,615541.6
9413,418865.54,392562.61,93162.22,493296.8
9414,415984.11,436868.41,64236,448015.6
9415,446972.75,586067.89,38057.22,444764.54
9416,432434.38,645496.52,38175.75,429351.09
9417,511408.68,383535.76,29164.49,515265.26
9418,371299.26,602642.79,39125.57,377805.94
9419,415437.27,377280.05,48405.33,301190.26
9420,401358.09,710562.71,25533.64,382512
9421,364127.81,410397.46,36672.64,425273.66
9422,493488.64,474332,48562.11,448434.05
9423,465445.78,381831.17,40352.27,473877.32
9424,483860.31,508427.38,123454.86,396499.24
9425,428055.17,448369.03,31378,350451.84
9426,475452.67,355817.86,59008.08,460246.34
9427,387163.63,492310.3,44086.97,422239.52
9428,365634.91,365759.45,47428.75,447886.91
9429,411632.42,538003.46,67795.13,437766.74
9430,577397.89,342837.51,23482.55,431075.28
9431,444738.29,475146.12,57988.45,387340.71
9432,437447.76,762577.13,29784.33,481945.02
9433,400073.95,462892.92,88164.41,577399.13
9434,425838.69,368899.8,43410.96,445862.85
9435,311577.34,415004.81,52222.98,409278.78
9436,383401.88,507837.6,66207.69,367923.22
9437,579510.48,384804.79,45427.13,340105.62
9438,435734.63,456190.18,77912.79,404091.9
9439,514682.03,404101,41605.06,432444.45
9440,436753.45,379993.34,131136.85,368875.06
9441,369670.96,444337.91,43887.69,424950.73
9442,360381.66,407468.01,47109.36,537669.36
9443,419260.68,417242.31,24458.15,479119.56
9444,562721.94,386363.63,24457.2,425373.13
9445,558304.5,484857.25,21264.42,433071.11
9446,432833,383030.47,39084.51,409958.9
9447,408132.92,421652.38,46505.03,357377.25
9448,474197.46,441358.84,34951.3,454876.83
9449,415541.95,521055.62,49500.98,532353.69
9450,411752.12,568290.42,20738.04,424525.75
9451,461117.5,454081.26,35842.35,626964.9
9452,514702.03,454320.88,61111.92,546300.41
9453,375881.58,483274.06,32285.19,406920.14
9454,362665.87,531953.68,68718.47,415694.31
9455,424271.59,380101.05,53110.75,670671.54
9456,460553.05,502293.48,58903.16,483703.45
9457,485784,458093.34,23843.43,329449.64
9458,486922.23,493628.85,41940.22,521982.5
